Record_ID,Date,Country,Population,New_Cases,New_Deaths,Recovered,Active_Cases,Tests_Conducted,Vaccinations,Positivity_Rate,Hospitalized,ICU_Patients
1064,2022-11-29,UK,120525166,31788,482,31145.0,643,603972,78547740.0,0.0526,6597.0,150
1065,2022-11-30,Japan,153855324,25672,52,14733.0,10939,128360,27558528.0,0.2,13621.0,434
1066,2022-12-01,Australia,134064317,48305,592,9257.0,39048,676270,4968366.0,0.0714,26193.0,248
1067,2022-12-02,France,138802876,38734,742,6759.0,31975,464808,16295289.0,0.0833,1246.0,216
1068,2022-12-03,Australia,155727097,20699,566,18618.0,2081,269087,111974482.0,0.0769,3831.0,253
1069,2022-12-04,Brazil,168153869,42348,355,12967.0,29381,762264,5585317.0,0.0556,18875.0,371
1070,2022-12-05,UK,52593643,30752,352,16396.0,14356,369024,34066871.0,0.0833,19256.0,465
1071,2022-12-06,Germany,184871331,22226,943,2497.0,19729,422294,35207609.0,0.0526,12791.0,491
1072,2022-12-07,Brazil,112900292,44112,668,20503.0,23609,882240,107341306.0,0.05,40753.0,106
1073,2022-12-08,Brazil,76821531,45265,767,39617.0,5648,905300,17327046.0,0.05,13073.0,80
1074,2022-12-09,Germany,163604511,32255,103,6255.0,26000,580590,132533316.0,0.0556,7691.0,107
1075,2022-12-10,Brazil,150473053,3083,18,1614.0,1469,40079,95843234.0,0.0769,715.0,423
1076,2022-12-11,USA,136151588,2095,826,1835.0,260,31425,115593801.0,0.0667,928.0,61
1077,2022-12-12,India,151855746,14686,498,10462.0,4224,220290,95359272.0,0.0667,12617.0,449
1078,2022-12-13,Australia,150524549,17530,917,12577.0,4953,140240,13535063.0,0.125,14979.0,492
1079,2022-12-14,France,30777771,6939,800,1938.0,5001,55512,27635773.0,0.125,343.0,259
1080,2022-12-15,Brazil,29296072,10947,645,9013.0,1934,120417,12134572.0,0.0909,4786.0,362
1081,2022-12-16,Canada,119519060,49936,518,17274.0,32662,399488,20709222.0,0.125,21928.0,419
1082,2022-12-17,India,37983015,8059,868,6406.0,1653,153121,27900499.0,0.0526,2009.0,427
1083,2022-12-18,Germany,128148032,22368,293,5820.0,16548,223680,11439895.0,0.1,12203.0,366
1084,2022-12-19,France,112403024,23635,644,1845.0,21790,283620,20348912.0,0.0833,13818.0,403
1085,2022-12-20,Japan,62252141,9043,821,2018.0,7025,162774,61607283.0,0.0556,7516.0,487
1086,2022-12-21,India,139554380,44708,370,42758.0,1950,849452,39079988.0,0.0526,33904.0,483
1087,2022-12-22,Japan,19678058,5556,346,2978.0,2578,94452,5513821.0,0.0588,503.0,201
1088,2022-12-23,India,10957272,43265,944,1226.0,42039,389385,9639471.0,0.1111,41393.0,365
1089,2022-12-24,France,178264474,34064,996,14684.0,19380,613152,107911808.0,0.0556,19944.0,369
1090,2022-12-25,Australia,85206922,22554,8,13387.0,9167,202986,54215650.0,0.1111,21098.0,105
1091,2022-12-26,Japan,147143050,40918,807,405.0,40513,777442,92677505.0,0.0526,12929.0,451
1092,2022-12-27,Brazil,81941723,5523,37,1121.0,4402,82845,52344046.0,0.0667,4263.0,276
1093,2022-12-28,Canada,77216305,14007,95,5624.0,8383,196098,69972515.0,0.0714,12403.0,325
1094,2022-12-29,Germany,43957012,1534,28,429.0,1105,19942,16196038.0,0.0769,1487.0,216
1095,2022-12-30,France,136633614,7237,749,,491,115792,,0.0625,,63
1096,2022-12-31,Italy,13813194,49581,666,41406.0,8175,942039,4998957.0,0.0526,48290.0,2
1097,2023-01-01,Germany,122640764,22215,241,3158.0,19057,266580,47021454.0,0.0833,9323.0,341
1098,2023-01-02,UK,192892284,37536,688,28363.0,9173,638112,139496953.0,0.0588,6896.0,167
1099,2023-01-03,Brazil,139633980,38166,197,,23676,725154,,0.0526,,424
1100,2023-01-04,Australia,111609623,5370,94,4861.0,509,96660,17456803.0,0.0556,1759.0,228
1101,2023-01-05,France,21957479,24202,693,6958.0,17244,411434,19738040.0,0.0588,17004.0,398
1102,2023-01-06,Australia,106973613,17281,598,936.0,16345,311058,59066531.0,0.0556,13661.0,421
1103,2023-01-07,Brazil,44712774,9459,517,7377.0,2082,189180,30716586.0,0.05,8408.0,441
1104,2023-01-08,India,143040235,7737,711,5996.0,1741,147003,127065417.0,0.0526,6115.0,80
1105,2023-01-09,USA,151062584,24204,943,20313.0,3891,435672,29618138.0,0.0556,12110.0,292
1106,2023-01-10,Germany,78736378,2639,535,2012.0,627,21112,49857504.0,0.125,1533.0,155
1107,2023-01-11,Italy,79915003,31845,28,5919.0,25926,286605,19077681.0,0.1111,13820.0,24
1108,2023-01-12,USA,82916827,18578,220,12579.0,5999,371560,279945.0,0.05,17941.0,178
1109,2023-01-13,Australia,19136716,2928,427,958.0,1970,40992,18983888.0,0.0714,1383.0,400
1110,2023-01-14,Brazil,102282209,31144,854,7550.0,23594,280296,102267363.0,0.1111,16540.0,325
1111,2023-01-15,Canada,124731609,49917,460,6191.0,43726,948423,19996104.0,0.0526,5853.0,409
1112,2023-01-16,Japan,168710534,43548,638,16703.0,26845,740316,62497754.0,0.0588,22216.0,276
1113,2023-01-17,USA,13299634,43938,911,14900.0,29038,571194,10836681.0,0.0769,10853.0,362
1114,2023-01-18,France,7658296,37486,645,,20240,299888,,0.125,,98
1115,2023-01-19,France,167082104,35509,590,32044.0,3465,390599,127731170.0,0.0909,1223.0,61
1116,2023-01-20,UK,177698822,34855,184,33612.0,1243,453115,55245358.0,0.0769,29113.0,43
1117,2023-01-21,India,144222091,39770,328,13438.0,26332,238620,131928789.0,0.1667,22279.0,223
1118,2023-01-22,Germany,49454748,27193,24,9895.0,17298,407895,25636323.0,0.0667,2982.0,58
1119,2023-01-23,Germany,27664668,35506,172,16806.0,18700,319554,6129352.0,0.1111,5873.0,78
1120,2023-01-24,Canada,83354444,26691,694,21147.0,5544,160146,82473495.0,0.1667,5946.0,13
1121,2023-01-25,Brazil,192475178,3833,305,2236.0,1597,30664,85910476.0,0.125,1690.0,457
1122,2023-01-26,UK,88031551,16903,384,12940.0,3963,101418,27187070.0,0.1667,7749.0,252
1123,2023-01-27,India,137531983,49308,516,24074.0,25234,394464,72286321.0,0.125,20862.0,237
1124,2023-01-28,UK,149477311,26678,67,10813.0,15865,133390,109385780.0,0.2,610.0,137
1125,2023-01-29,Brazil,149733445,38415,691,31763.0,6652,460980,148903147.0,0.0833,19963.0,290
1126,2023-01-30,Brazil,110185026,29227,85,1497.0,27730,321497,105076587.0,0.0909,12232.0,276
1127,2023-01-31,Australia,46147711,16066,550,459.0,15607,289188,37255636.0,0.0556,684.0,0
1128,2023-02-01,Australia,125729084,40680,296,29711.0,10969,203400,8076555.0,0.2,17911.0,306
1129,2023-02-02,India,68347491,44564,389,21534.0,23030,490204,37756962.0,0.0909,10578.0,378
1130,2023-02-03,USA,144368501,36902,71,17200.0,19702,258314,106113850.0,0.1429,9152.0,371
1131,2023-02-04,Canada,150378715,18314,899,4160.0,14154,201454,135511652.0,0.0909,11227.0,325
1132,2023-02-05,Canada,71158432,49328,724,19659.0,29669,641264,33007935.0,0.0769,22389.0,107
1133,2023-02-06,India,124426445,39289,336,,1040,353601,,0.1111,,2
1134,2023-02-07,Japan,3571238,44086,177,17009.0,27077,881720,3198011.0,0.05,35266.0,41
1135,2023-02-08,USA,175240723,42681,79,7381.0,35300,213405,119501229.0,0.2,23133.0,497
1136,2023-02-09,India,102032783,39407,366,14061.0,25346,394070,93553800.0,0.1,8176.0,236
1137,2023-02-10,India,100450138,12647,455,12494.0,153,151764,99743159.0,0.0833,12425.0,143
1138,2023-02-11,Germany,183684916,46477,366,33927.0,12550,325339,164669773.0,0.1429,14493.0,119
1139,2023-02-12,Italy,133555754,23789,37,14590.0,9199,475780,121400953.0,0.05,6851.0,3
1140,2023-02-13,France,53636647,41840,405,34570.0,7270,543920,38191804.0,0.0769,32375.0,87
1141,2023-02-14,Italy,149118708,12698,675,594.0,12104,126980,17545108.0,0.1,2101.0,381
1142,2023-02-15,India,18461545,8351,265,4617.0,3734,108563,6437469.0,0.0769,4143.0,348
1143,2023-02-16,Japan,151354987,29748,2,15753.0,13995,178488,86704455.0,0.1667,27667.0,208
1144,2023-02-17,Canada,74560871,7976,696,3731.0,4245,151544,66514912.0,0.0526,4237.0,388
1145,2023-02-18,France,12667458,47265,229,44188.0,3077,614445,7047472.0,0.0769,29416.0,161
1146,2023-02-19,UK,2384934,25680,199,14713.0,10967,179760,106417.0,0.1429,22595.0,216
1147,2023-02-20,USA,20982433,16382,201,13688.0,2694,245730,10428914.0,0.0667,10256.0,320
1148,2023-02-21,Canada,26964714,1826,491,942.0,884,9130,19882033.0,0.2,1721.0,128
1149,2023-02-22,Canada,67344781,7067,484,5115.0,1952,106005,7305854.0,0.0667,4257.0,406
1150,2023-02-23,Australia,64550392,4778,794,1186.0,3592,38224,41966444.0,0.125,4742.0,63
1151,2023-02-24,USA,23960544,3977,938,3841.0,136,67609,10511913.0,0.0588,3205.0,65
1152,2023-02-25,USA,17643597,28961,56,19083.0,9878,521298,2207554.0,0.0556,22202.0,28
1153,2023-02-26,Italy,151124690,3421,301,1859.0,1562,58157,25724237.0,0.0588,3080.0,210
1154,2023-02-27,Australia,63575520,39293,806,38598.0,695,746567,25764436.0,0.0526,28056.0,450
1155,2023-02-28,France,167486542,40581,103,18324.0,22257,202905,121890302.0,0.2,21508.0,300
1156,2023-03-01,UK,52668810,7078,105,6978.0,100,49546,39787939.0,0.1429,4695.0,64
1157,2023-03-02,Italy,172091025,33351,262,,23290,600318,,0.0556,,95
1158,2023-03-03,Germany,66270746,9022,816,8300.0,722,54132,8568510.0,0.1667,7140.0,262
1159,2023-03-04,Australia,175940723,49438,366,29044.0,20394,444942,39569818.0,0.1111,20229.0,308
1160,2023-03-05,UK,93046603,19075,377,18811.0,264,171675,7693044.0,0.1111,16616.0,419
1161,2023-03-06,UK,151176192,3578,432,2170.0,1408,39358,53786922.0,0.0909,3216.0,35
1162,2023-03-07,Canada,92684646,12409,683,4615.0,7794,235771,80498733.0,0.0526,9476.0,289
1163,2023-03-08,USA,91103174,40376,306,12937.0,27439,605640,21780851.0,0.0667,29773.0,448
1164,2023-03-09,UK,12325868,32501,224,2356.0,30145,162505,10716732.0,0.2,22715.0,117
1165,2023-03-10,Canada,126235006,40889,218,25225.0,15664,817780,98594487.0,0.05,24635.0,105
1166,2023-03-11,USA,108458087,12074,845,11964.0,110,193184,1327694.0,0.0625,5863.0,15
1167,2023-03-12,Italy,149898894,7549,145,5169.0,2380,143431,52184777.0,0.0526,7476.0,391
1168,2023-03-13,Germany,97612400,2877,998,2756.0,121,31647,26551621.0,0.0909,713.0,112
1169,2023-03-14,UK,71329781,47109,178,24839.0,22270,565308,23963425.0,0.0833,1408.0,90
1170,2023-03-15,USA,71273343,6631,21,1082.0,5549,59679,50858151.0,0.1111,2772.0,479
1171,2023-03-16,Canada,57435166,19993,467,12124.0,7869,319888,54323804.0,0.0625,5615.0,481
1172,2023-03-17,Brazil,142445818,40842,902,12418.0,28424,285894,31807809.0,0.1429,8571.0,406
1173,2023-03-18,Italy,51906403,12562,545,6366.0,6196,200992,21337371.0,0.0625,7037.0,500
1174,2023-03-19,Germany,171763322,16026,943,15270.0,756,176286,143738689.0,0.0909,12936.0,76
1175,2023-03-20,France,88961092,16198,54,5885.0,10313,210574,16972976.0,0.0769,15866.0,299
1176,2023-03-21,Italy,132262425,13712,744,12379.0,1333,274240,106165849.0,0.05,1062.0,85
1177,2023-03-22,France,137529978,25435,769,4298.0,21137,406960,133838636.0,0.0625,15213.0,91
1178,2023-03-23,Australia,87388738,46693,382,12256.0,34437,933860,66409861.0,0.05,17585.0,297
1179,2023-03-24,UK,108628141,41818,943,3547.0,38271,250908,27809859.0,0.1667,13303.0,231
1180,2023-03-25,Japan,63917135,25945,223,,10026,467010,,0.0556,,80
1181,2023-03-26,USA,101423679,16680,563,13903.0,2777,150120,100881098.0,0.1111,9668.0,227
1182,2023-03-27,France,140269877,23040,235,3905.0,19135,138240,124890431.0,0.1667,20353.0,172
1183,2023-03-28,Australia,115380976,29566,478,15394.0,14172,532188,49326617.0,0.0556,10388.0,139
1184,2023-03-29,USA,103641915,1619,183,715.0,904,19428,35651567.0,0.0833,735.0,461
1185,2023-03-30,UK,23124051,19301,862,2860.0,16441,135107,9275282.0,0.1429,3224.0,60
1186,2023-03-31,UK,20152515,23608,39,,17892,259688,,0.0909,,168
1187,2023-04-01,France,68115211,19838,763,10845.0,8993,218218,18503943.0,0.0909,8556.0,4
1188,2023-04-02,Italy,81389480,18471,842,7113.0,11358,314007,54459981.0,0.0588,389.0,241
1189,2023-04-03,UK,176581225,33596,779,23813.0,9783,571132,61090136.0,0.0588,13754.0,242
1190,2023-04-04,USA,63739590,33805,601,3086.0,30719,642295,22861276.0,0.0526,20517.0,433
1191,2023-04-05,Australia,51424674,28101,788,5231.0,22870,505818,14064994.0,0.0556,14744.0,436
1192,2023-04-06,India,150906926,1972,383,1688.0,284,17748,82026341.0,0.1111,1023.0,414
1193,2023-04-07,Japan,177858196,23243,347,15855.0,7388,418374,114278167.0,0.0556,22626.0,275
1194,2023-04-08,Brazil,81433250,21369,601,20608.0,761,128214,18674348.0,0.1667,10821.0,290
1195,2023-04-09,UK,170071200,39518,935,1909.0,37609,671806,102359423.0,0.0588,25600.0,32
1196,2023-04-10,Italy,144476223,25325,192,9768.0,15557,202600,88272681.0,0.125,14795.0,327
1197,2023-04-11,Italy,82777644,6110,175,5256.0,854,61100,4302906.0,0.1,4002.0,13
1198,2023-04-12,UK,51114780,13041,71,6719.0,6322,182574,13817198.0,0.0714,4769.0,337
1199,2023-04-13,India,141766398,4586,465,4116.0,470,73376,139192289.0,0.0625,1407.0,167
1200,2023-04-14,Japan,111289723,25631,160,22003.0,3628,230679,72001505.0,0.1111,15671.0,380
1201,2020-01-01,Germany,19458425,25493,978,18728.0,6765,229437,6901375.0,0.1111,14162.0,418
1202,2020-01-02,UK,191501023,43567,486,33162.0,10405,609938,157703671.0,0.0714,32930.0,366
1203,2020-01-03,Australia,184834245,30078,282,23469.0,6609,150390,38303589.0,0.2,2096.0,422
1204,2020-01-04,Australia,108169342,39639,826,23463.0,16176,594585,76400632.0,0.0667,30159.0,236
1205,2020-01-05,Canada,155654459,2561,754,2188.0,373,35854,122488876.0,0.0714,1218.0,200
1206,2020-01-06,Australia,165558319,11477,425,7396.0,4081,114770,115984683.0,0.1,6302.0,466
1207,2020-01-07,India,177920450,12022,715,2706.0,9316,96176,105643126.0,0.125,3927.0,453
1208,2020-01-08,UK,43394608,17942,903,322.0,17620,251188,4479104.0,0.0714,16170.0,210
1209,2020-01-09,Canada,149397535,7944,377,7318.0,626,63552,135397459.0,0.125,3359.0,230
1210,2020-01-10,USA,45248661,16565,212,15103.0,1462,314735,1793006.0,0.0526,15135.0,195
1211,2020-01-11,India,93249914,48887,408,36147.0,12740,831079,5070029.0,0.0588,16423.0,58
1212,2020-01-12,USA,191347475,8944,334,1338.0,7606,178880,123844577.0,0.05,1352.0,280
1213,2020-01-13,Australia,177368162,15878,730,313.0,15565,301682,37649618.0,0.0526,13441.0,142
1214,2020-01-14,Germany,44316499,11179,858,,295,89432,,0.125,,273
1215,2020-01-15,Germany,105917864,11039,79,39.0,11000,55195,90916826.0,0.2,2514.0,225
1216,2020-01-16,India,97123244,11661,221,11097.0,564,128271,59332039.0,0.0909,10400.0,415
1217,2020-01-17,Australia,141358045,42009,678,,6736,714153,,0.0588,,306
1218,2020-01-18,Canada,2252448,3189,790,1644.0,1545,35079,1047316.0,0.0909,977.0,102
1219,2020-01-19,UK,25531358,1051,431,994.0,57,5255,11311757.0,0.2,129.0,112
1220,2020-01-20,France,26931724,43523,171,32576.0,10947,261138,13947906.0,0.1667,7057.0,417
1221,2020-01-21,UK,88816369,21147,575,609.0,20538,232617,83842238.0,0.0909,17750.0,202
1222,2020-01-22,Canada,115858243,7917,237,6166.0,1751,63336,47858864.0,0.125,1422.0,7
1223,2020-01-23,Australia,108948497,42860,323,42075.0,785,728620,28557229.0,0.0588,14424.0,33
1224,2020-01-24,UK,177620249,18248,665,6158.0,12090,109488,18074098.0,0.1667,13470.0,154
1225,2020-01-25,USA,161757699,32740,104,9392.0,23348,327400,67629669.0,0.1,19656.0,166
1226,2020-01-26,Brazil,170348928,45633,397,1207.0,44426,410697,89133067.0,0.1111,41638.0,389
1227,2020-01-27,India,185582957,20838,871,5040.0,15798,145866,89954122.0,0.1429,19940.0,466
1228,2020-01-28,Italy,158044651,29419,391,12674.0,16745,353028,135135788.0,0.0833,23089.0,6
1229,2020-01-29,Japan,63439672,1390,631,1136.0,254,19460,15864288.0,0.0714,498.0,317
1230,2020-01-30,UK,22310995,3927,140,2393.0,1534,78540,9952738.0,0.05,621.0,192
1231,2020-01-31,Canada,55864268,42076,38,26475.0,15601,799444,49610605.0,0.0526,8799.0,142
1232,2020-02-01,India,86238635,42179,805,39584.0,2595,759222,38715788.0,0.0556,15008.0,433
1233,2020-02-02,India,197729132,21710,350,13772.0,7938,238810,144770396.0,0.0909,8137.0,410
1234,2020-02-03,Canada,185509067,45631,736,31053.0,14578,775727,139981555.0,0.0588,12028.0,226
1235,2020-02-04,India,170055956,396,33,145.0,251,2772,51664550.0,0.1429,324.0,72
1236,2020-02-05,France,55819892,8228,93,,2845,90508,,0.0909,,218
1237,2020-02-06,Japan,195612781,30610,318,25231.0,5379,336710,65746543.0,0.0909,5781.0,310
1238,2020-02-07,Germany,67832222,19864,292,976.0,18888,377416,27031585.0,0.0526,15767.0,40
1239,2020-02-08,Japan,97524540,26099,386,20602.0,5497,521980,59240493.0,0.05,16557.0,312
1240,2020-02-09,Japan,198280761,28405,778,23298.0,5107,568100,5317995.0,0.05,14004.0,437
1241,2020-02-10,Brazil,23342649,49732,928,30057.0,19675,447588,18550639.0,0.1111,16861.0,194
1242,2020-02-11,Italy,125460431,20044,464,10764.0,9280,340748,75449435.0,0.0588,15756.0,36
1243,2020-02-12,UK,90451858,8955,732,1267.0,7688,98505,20766764.0,0.0909,68.0,6
1244,2020-02-13,Japan,135405580,47865,742,23338.0,24527,957300,108596974.0,0.05,25863.0,496
1245,2020-02-14,India,101165320,25168,501,15082.0,10086,176176,54866540.0,0.1429,4078.0,197
1246,2020-02-15,France,152829400,10640,198,3492.0,7148,138320,93570879.0,0.0769,8005.0,325
1247,2020-02-16,UK,185814965,24129,713,22239.0,1890,410193,113827460.0,0.0588,7941.0,244
1248,2020-02-17,Germany,10263055,23685,646,533.0,23152,118425,2481086.0,0.2,19838.0,233
1249,2020-02-18,USA,183822393,9657,260,5604.0,4053,96570,3311792.0,0.1,1512.0,329
1250,2020-02-19,UK,192021211,25188,407,2052.0,23136,176316,139193726.0,0.1429,13859.0,84
1251,2020-02-20,Germany,115587439,16572,708,6669.0,9903,281724,78662295.0,0.0588,13487.0,385
1252,2020-02-21,Germany,196327616,5824,111,613.0,5211,93184,38309358.0,0.0625,1716.0,476
1253,2020-02-22,India,107829317,45810,315,45390.0,420,458100,65997979.0,0.1,6348.0,35
1254,2020-02-23,Brazil,187916093,27383,537,13724.0,13659,383362,115682151.0,0.0714,5780.0,191
1255,2020-02-24,France,51036379,46140,137,33163.0,12977,922800,12212761.0,0.05,7224.0,230
1256,2020-02-25,UK,153227634,13931,190,10639.0,3292,83586,49051048.0,0.1667,4249.0,461
1257,2020-02-26,Brazil,110734375,28883,641,8422.0,20461,231064,85420677.0,0.125,2615.0,150
1258,2020-02-27,India,24006814,24754,127,15686.0,9068,173278,11480713.0,0.1429,19190.0,120
1259,2020-02-28,India,129284530,31797,688,6876.0,24921,254376,1275951.0,0.125,8718.0,384
1260,2020-02-29,France,2939891,43602,596,40859.0,2743,348816,885284.0,0.125,475.0,192
1261,2020-03-01,Canada,162862518,34083,985,16662.0,17421,681660,127032189.0,0.05,28144.0,172
1262,2020-03-02,Canada,100531873,44686,911,22203.0,22483,670290,32158168.0,0.0667,43586.0,204
1263,2020-03-03,India,102585559,40029,58,16697.0,23332,600435,13445578.0,0.0667,29944.0,445
1264,2020-03-04,USA,188450698,26332,742,21782.0,4550,131660,161573765.0,0.2,17387.0,143
1265,2020-03-05,Italy,188707416,49246,834,32958.0,16288,787936,121310835.0,0.0625,44969.0,337
1266,2020-03-06,Canada,128560375,33745,423,21429.0,12316,168725,85640742.0,0.2,1089.0,324
1267,2020-03-07,Italy,97691957,2998,992,1665.0,1333,56962,31347711.0,0.0526,1984.0,204
1268,2020-03-08,Australia,199428732,40146,813,34814.0,5332,642336,114867900.0,0.0625,6583.0,375
1269,2020-03-09,Italy,104309679,19258,621,12866.0,6392,173322,69800523.0,0.1111,16535.0,16
1270,2020-03-10,Brazil,35322521,32632,815,29779.0,2853,456848,31326622.0,0.0714,29373.0,228
1271,2020-03-11,UK,32052248,31599,678,13883.0,17716,379188,8165672.0,0.0833,5584.0,385
1272,2020-03-12,Brazil,178098976,45869,91,38957.0,6912,825642,7844162.0,0.0556,21397.0,462
1273,2020-03-13,USA,103942262,18373,225,9932.0,8441,367460,90006579.0,0.05,4448.0,472
1274,2020-03-14,UK,144490375,41520,742,,32241,290640,,0.1429,,392
1275,2020-03-15,France,162243655,4238,659,1427.0,2811,72046,102448527.0,0.0588,3579.0,413
1276,2020-03-16,USA,63644096,14650,265,12755.0,1895,205100,5884128.0,0.0714,1460.0,174
1277,2020-03-17,Canada,199798256,38810,959,26479.0,12331,310480,153770300.0,0.125,8350.0,436
1278,2020-03-18,India,85120232,24916,590,769.0,24147,124580,41714724.0,0.2,19335.0,274
1279,2020-03-19,Brazil,51964530,25437,433,14963.0,10474,406992,45587196.0,0.0625,17031.0,339
1280,2020-03-20,France,162495504,38717,227,31732.0,6985,658189,2466525.0,0.0588,30186.0,161
1281,2020-03-21,Brazil,39842821,19452,857,12279.0,7173,389040,30587182.0,0.05,9286.0,74
1282,2020-03-22,France,179603719,46069,35,6821.0,39248,691035,82917411.0,0.0667,45128.0,63
1283,2020-03-23,Germany,74404357,46302,587,14958.0,31344,509322,66441201.0,0.0909,46146.0,494
1284,2020-03-24,UK,102121953,3854,829,2490.0,1364,34686,96202745.0,0.1111,3473.0,375
1285,2020-03-25,Australia,61417232,45901,753,42457.0,3444,459010,57497451.0,0.1,25677.0,153
1286,2020-03-26,Japan,177966156,10432,22,1455.0,8977,177344,90572846.0,0.0588,7756.0,178
1287,2020-03-27,UK,106055629,25628,73,8332.0,17296,358792,37898265.0,0.0714,22973.0,438
1288,2020-03-28,Germany,148105323,25806,99,21517.0,4289,387090,14528613.0,0.0667,14992.0,335
1289,2020-03-29,Brazil,44941399,37824,140,8865.0,28959,756480,19534153.0,0.05,13747.0,111
1290,2020-03-30,Italy,53520756,48189,666,47591.0,598,771024,48718183.0,0.0625,6681.0,347
1291,2020-03-31,USA,40622539,24677,973,10682.0,13995,246770,3780343.0,0.1,11651.0,498
1292,2020-04-01,Canada,128205054,11772,967,10913.0,859,94176,69180538.0,0.125,9722.0,222
1293,2020-04-02,USA,40881005,41089,739,14613.0,26476,493068,2281220.0,0.0833,15784.0,203
1294,2020-04-03,Japan,132164515,19837,704,303.0,19534,198370,87616925.0,0.1,2936.0,398
1295,2020-04-04,India,125466480,42618,391,24582.0,18036,809742,49301266.0,0.0526,7864.0,59
1296,2020-04-05,Italy,23182698,7998,500,2744.0,5254,95976,772649.0,0.0833,4693.0,293
1297,2020-04-06,Australia,129714362,17938,710,14840.0,3098,179380,51534222.0,0.1,14210.0,152
1298,2020-04-07,Brazil,154390220,8207,101,2879.0,5328,57449,144287028.0,0.1429,6640.0,416
1299,2020-04-08,France,189103975,1294,403,156.0,1138,25880,17161525.0,0.05,1197.0,275
1300,2020-04-09,Italy,192595570,42709,127,29113.0,13596,341672,48496668.0,0.125,11792.0,2
1301,2020-04-10,Brazil,149906991,29309,819,19011.0,10298,234472,10507413.0,0.125,18844.0,105
1302,2020-04-11,USA,176191850,10565,89,1350.0,9215,137345,9396659.0,0.0769,2043.0,259
1303,2020-04-12,India,81148900,23826,989,5987.0,17839,238260,56780987.0,0.1,8137.0,153
1304,2020-04-13,Italy,13392660,34042,926,14814.0,19228,646798,2346378.0,0.0526,32141.0,355
1305,2020-04-14,India,85003130,34253,932,11177.0,23076,376783,13288780.0,0.0909,15538.0,18
1306,2020-04-15,France,51485637,9284,306,5758.0,3526,83556,40409225.0,0.1111,3539.0,302
1307,2020-04-16,Germany,97385820,18179,131,4351.0,13828,127253,73799431.0,0.1429,8541.0,195
1308,2020-04-17,Japan,175421021,10703,409,3231.0,7472,74921,68230760.0,0.1429,2346.0,274
1309,2020-04-18,Canada,55697187,4624,644,2418.0,2206,50864,47945590.0,0.0909,4617.0,336
1310,2020-04-19,Canada,174884732,33516,619,22766.0,10750,603288,41202537.0,0.0556,28418.0,194
1311,2020-04-20,France,7955124,39558,253,34478.0,5080,514254,1045398.0,0.0769,7208.0,350
1312,2020-04-21,Canada,148201625,26658,67,15866.0,10792,186606,97393612.0,0.1429,25495.0,139
1313,2020-04-22,UK,40280061,14795,280,14634.0,161,118360,25310509.0,0.125,6203.0,487
1314,2020-04-23,Australia,29186454,8093,179,3781.0,4312,113302,19757757.0,0.0714,782.0,270
1315,2020-04-24,USA,94657186,45905,585,27425.0,18480,596765,81532833.0,0.0769,3143.0,87
1316,2020-04-25,France,86361505,49274,398,37434.0,11840,788384,71361168.0,0.0625,38968.0,451
1317,2020-04-26,France,109085874,31251,606,27071.0,4180,406263,1274728.0,0.0769,23370.0,79
1318,2020-04-27,Canada,177513207,8281,146,2075.0,6206,107653,14190739.0,0.0769,4081.0,347
1319,2020-04-28,Canada,164397464,27410,723,12410.0,15000,274100,117832428.0,0.1,26164.0,239
1320,2020-04-29,USA,135816137,18797,282,4780.0,14017,225564,81923127.0,0.0833,10015.0,208
1321,2020-04-30,USA,84949675,5907,649,5256.0,651,41349,32217185.0,0.1429,1352.0,294
1322,2020-05-01,India,16411288,5543,761,3202.0,2341,110860,13561810.0,0.05,3473.0,346
1323,2020-05-02,Japan,137548380,47893,139,16459.0,31434,957860,33471642.0,0.05,910.0,315
1324,2020-05-03,France,52052129,48884,7,2081.0,46803,879912,47150131.0,0.0556,22613.0,125
1325,2020-05-04,Australia,199369279,43330,973,8720.0,34610,259980,163040595.0,0.1667,11044.0,345
1326,2020-05-05,France,141530366,14750,179,13520.0,1230,236000,35787493.0,0.0625,5788.0,487
1327,2020-05-06,USA,14665127,27703,507,15281.0,12422,277030,6262661.0,0.1,11074.0,467
1328,2020-05-07,Germany,183284633,16368,851,7536.0,8832,130944,77863661.0,0.125,7915.0,150
1329,2020-05-08,Germany,72068499,13963,2,1872.0,12091,237371,29187415.0,0.0588,10534.0,263
1330,2020-05-09,Canada,10510433,30346,913,10104.0,20242,606920,964635.0,0.05,193.0,315
1331,2020-05-10,Canada,124575303,21531,305,9935.0,11596,172248,691813.0,0.125,6100.0,205
1332,2020-05-11,USA,96169047,580,103,139.0,441,11600,26513965.0,0.05,541.0,263
1333,2020-05-12,Germany,42261393,26916,126,10945.0,15971,134580,10444179.0,0.2,7408.0,240
1334,2020-05-13,France,107128327,24530,306,12587.0,11943,441540,24452059.0,0.0556,8830.0,55
1335,2020-05-14,Canada,118728293,43009,859,14216.0,28793,430090,18773624.0,0.1,28440.0,2
1336,2020-05-15,India,97431878,46479,203,39227.0,7252,511269,38238599.0,0.0909,8760.0,202
1337,2020-05-16,UK,114026296,48753,339,46682.0,2071,487530,89416497.0,0.1,31411.0,491
1338,2020-05-17,Australia,179574779,17419,121,3621.0,13798,348380,147672699.0,0.05,4175.0,166
1339,2020-05-18,USA,108340903,32889,743,7406.0,25483,296001,14728084.0,0.1111,1386.0,64
