Date,City,Country,PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category,Temperature_C,Humidity_pct,WindSpeed_ms,Pressure_hPa
2023-06-11,New York,USA,20.51,12.7,16.88,4.92,0.37,46.48,68.0,Moderate,24.8,58.6,0.84,1009.6
2023-06-12,New York,USA,17.46,32.5,17.19,2.68,0.295,44.02,62.0,Moderate,23.6,61.8,7.87,1005.8
2023-06-13,New York,USA,20.47,28.08,7.89,3.06,0.295,,68.0,Moderate,26.5,70.8,5.83,1014.3
2023-06-14,New York,USA,15.69,42.81,10.53,4.72,0.173,39.08,58.0,Moderate,25.5,41.7,2.79,
2023-06-15,New York,USA,9.43,40.23,4.47,4.46,0.142,48.62,39.0,Good,24.5,52.7,3.04,1004.3
2023-06-16,New York,USA,21.02,13.64,9.53,3.02,0.227,56.08,69.0,Moderate,22.6,55.0,3.71,1018.8
2023-06-17,New York,USA,11.24,,11.57,4.55,0.356,47.83,47.0,Good,24.1,52.9,4.92,1015.0
2023-06-18,New York,USA,12.43,32.22,21.44,1.96,0.198,67.44,51.0,Moderate,25.6,68.4,5.11,1015.8
2023-06-19,New York,USA,3.09,,18.74,1.97,0.291,,13.0,Good,24.3,58.2,6.0,1021.9
2023-06-20,New York,USA,13.43,35.15,10.63,3.37,0.379,50.3,53.0,Moderate,23.4,46.0,3.44,
2023-06-21,New York,USA,13.0,24.44,19.1,1.6,0.35,55.22,52.0,Moderate,23.9,58.6,3.99,997.4
2023-06-22,New York,USA,,42.57,18.6,2.31,0.352,56.4,,Good,27.8,51.9,2.43,1010.0
2023-06-23,New York,USA,10.71,18.44,16.2,2.53,0.297,64.71,45.0,Good,21.6,57.7,1.46,1018.6
2023-06-24,New York,USA,19.11,16.07,11.73,3.88,0.27,61.7,65.0,Moderate,21.0,63.6,7.53,1015.4
2023-06-25,New York,USA,10.29,16.78,14.35,3.88,0.116,49.78,43.0,,24.3,67.4,6.85,1012.2
2023-06-26,New York,USA,7.89,24.73,15.99,4.5,0.247,45.19,33.0,Good,23.9,52.3,2.84,1007.8
2023-06-27,New York,USA,7.11,28.77,16.38,2.01,0.404,39.38,30.0,Good,22.9,56.7,5.49,1009.7
2023-06-28,New York,USA,18.97,17.66,19.13,5.11,0.175,53.49,65.0,Moderate,25.3,45.0,,1009.6
2023-06-29,New York,USA,9.1,19.6,12.5,4.0,0.299,68.75,38.0,Good,22.5,58.8,3.23,1005.3
2023-06-30,New York,USA,21.23,24.29,11.04,3.49,0.428,46.77,70.0,Moderate,24.0,63.3,3.8,1016.3
2023-07-01,New York,USA,11.93,9.42,13.64,2.28,0.284,48.99,50.0,Good,24.3,52.2,4.96,1016.7
2023-07-02,New York,USA,8.59,34.12,11.25,1.57,0.429,48.82,36.0,Good,24.0,44.7,,1012.3
2023-07-03,New York,USA,11.23,18.58,15.04,4.2,0.179,35.39,47.0,Good,26.9,49.7,2.47,1009.7
2023-07-04,New York,USA,6.52,19.58,13.41,3.51,0.228,36.1,,Good,20.4,63.9,1.99,1016.3
2023-07-05,New York,USA,9.57,,15.27,1.14,0.149,,40.0,Good,26.0,44.9,2.84,1012.5
2023-07-06,New York,USA,14.22,18.92,6.88,1.44,0.164,34.84,,Moderate,24.7,59.0,1.57,1020.8
2023-07-07,New York,USA,12.56,30.33,18.61,2.78,0.05,54.86,51.0,,24.9,49.8,3.79,1012.8
2023-07-08,New York,USA,8.31,22.01,12.16,3.41,0.22,48.56,35.0,Good,19.4,72.7,,1006.2
2023-07-09,New York,USA,16.08,24.49,17.43,3.76,0.431,46.15,59.0,Moderate,23.9,42.4,2.95,1017.0
2023-07-10,New York,USA,8.57,42.35,14.76,0.67,0.382,69.21,36.0,Good,17.8,60.7,1.72,1012.7
2023-07-11,New York,USA,6.49,30.27,13.07,4.38,0.165,52.27,27.0,Good,17.6,75.8,,1026.1
2023-07-12,New York,USA,20.69,17.62,14.43,3.29,0.34,46.09,69.0,Moderate,,44.3,2.73,1011.1
2023-07-13,New York,USA,10.75,24.97,7.72,1.86,0.198,59.53,45.0,Good,23.7,57.7,1.82,
2023-07-14,New York,USA,9.13,16.28,16.48,2.12,0.279,51.93,,Good,20.2,50.4,2.49,1010.7
2023-07-15,New York,USA,3.99,16.37,19.19,3.47,0.243,45.58,17.0,Good,23.4,62.7,6.23,1009.9
2023-07-16,New York,USA,7.7,26.97,16.42,2.94,0.213,44.68,32.0,Good,24.7,62.2,2.85,1023.3
2023-07-17,New York,USA,14.18,21.22,,0.8,0.229,56.43,55.0,Moderate,28.8,55.5,4.57,1008.0
2023-07-18,New York,USA,14.05,23.44,9.9,4.6,0.276,61.57,54.0,Moderate,22.9,52.3,2.09,1010.9
2023-07-19,New York,USA,20.33,14.9,17.96,2.54,0.366,55.27,68.0,Moderate,,56.3,7.4,1014.8
2023-07-20,New York,USA,17.65,25.37,18.58,2.03,0.278,59.95,62.0,Moderate,21.8,63.6,1.69,1013.4
2023-07-21,New York,USA,11.73,45.87,,3.45,0.05,45.58,49.0,Good,23.4,52.9,3.06,1011.1
2023-07-22,New York,USA,12.11,7.83,14.23,2.66,0.427,59.56,50.0,Good,15.5,,6.74,1018.4
2023-07-23,New York,USA,15.5,18.43,18.37,1.04,0.223,56.08,57.0,Moderate,24.0,56.7,4.21,1014.0
2023-07-24,New York,USA,11.48,34.58,,,0.147,,,Good,22.6,37.3,5.91,1009.2
2023-07-25,New York,USA,8.94,19.91,12.35,3.01,0.393,62.47,37.0,Good,24.2,47.5,3.3,1013.6
2023-07-26,New York,USA,14.63,27.19,15.12,2.84,0.408,,56.0,Moderate,24.6,61.5,6.11,1014.3
2023-07-27,New York,USA,20.33,20.29,16.48,3.91,0.169,50.63,68.0,Moderate,20.4,54.5,2.54,1013.6
2023-07-28,New York,USA,12.75,20.54,15.53,2.1,0.188,44.93,52.0,Moderate,17.5,49.6,4.47,1011.8
2023-07-29,New York,USA,,19.49,24.47,3.17,0.225,45.79,53.0,Moderate,26.1,43.8,2.07,1008.2
2023-07-30,New York,USA,13.01,26.19,15.18,2.51,0.122,66.07,52.0,Moderate,22.4,59.5,2.28,1011.2
2023-07-31,New York,USA,19.08,3.83,18.69,2.67,0.349,,65.0,Moderate,20.4,33.4,1.54,1013.1
2023-08-01,New York,USA,21.49,19.79,22.64,0.5,0.235,60.1,70.0,Moderate,23.9,39.4,1.99,1012.2
2023-08-02,New York,USA,9.96,33.47,15.0,1.18,0.356,56.3,41.0,Good,18.5,47.9,2.22,1021.2
2023-08-03,New York,USA,12.87,3.97,8.96,3.89,,43.98,52.0,Moderate,20.3,62.9,7.42,1012.7
2023-08-04,New York,USA,15.8,22.49,16.12,,0.481,49.22,58.0,Moderate,18.4,48.8,,1008.8
2023-08-05,New York,USA,20.97,29.03,19.37,,0.224,52.51,69.0,Moderate,18.1,58.8,5.15,1008.8
2023-08-06,New York,USA,16.88,25.73,20.69,5.08,0.4,51.72,60.0,Moderate,23.9,55.4,3.02,1009.3
2023-08-07,New York,USA,13.96,32.37,10.0,1.48,0.151,59.11,54.0,Moderate,21.8,66.8,2.57,1005.7
2023-08-08,New York,USA,21.3,17.22,18.59,1.37,0.327,50.64,70.0,Moderate,17.1,70.1,1.9,1007.4
2023-08-09,New York,USA,10.29,4.67,13.62,2.23,0.429,53.81,43.0,Good,17.4,49.8,7.38,1007.5
2023-08-10,New York,USA,17.73,17.87,10.3,2.39,0.49,41.15,62.0,Moderate,22.1,64.8,2.51,1019.0
2023-08-11,New York,USA,17.87,16.85,10.62,,0.321,48.64,63.0,Moderate,21.7,48.8,1.86,1013.0
2023-08-12,New York,USA,14.86,35.48,17.7,3.97,0.265,48.67,56.0,Moderate,18.6,56.5,3.76,
2023-08-13,New York,USA,12.76,23.72,23.78,,0.383,54.12,52.0,Moderate,19.6,59.3,3.54,1005.5
2023-08-14,New York,USA,10.92,41.64,21.39,2.74,,52.16,46.0,Good,24.2,,3.9,1008.2
2023-08-15,New York,USA,13.21,3.0,16.92,4.38,0.524,53.79,53.0,Moderate,18.8,48.4,2.64,1003.4
2023-08-16,New York,USA,12.68,13.68,12.7,2.88,0.355,38.65,51.0,Moderate,18.7,60.5,6.02,1012.6
2023-08-17,New York,USA,24.99,30.63,16.06,4.71,0.252,42.65,78.0,Moderate,21.8,59.2,5.38,1019.1
2023-08-18,New York,USA,24.12,11.92,14.05,2.81,0.462,52.37,76.0,Moderate,22.2,57.3,3.47,1017.1
2023-08-19,New York,USA,15.44,,19.16,3.72,0.441,49.9,57.0,Moderate,19.6,47.0,5.27,1023.3
2023-08-20,New York,USA,5.19,30.46,15.24,2.96,0.398,49.09,22.0,Good,20.0,52.1,6.21,1011.6
2023-08-21,New York,USA,10.46,28.0,11.88,3.5,0.527,48.75,44.0,Good,15.5,51.7,4.96,1013.6
2023-08-22,New York,USA,17.84,,14.07,4.02,,46.11,62.0,Moderate,18.8,63.8,3.74,1016.8
2023-08-23,New York,USA,10.71,25.25,,1.13,0.214,51.72,45.0,Good,19.9,61.1,4.42,1011.7
2023-08-24,New York,USA,5.32,15.33,21.82,2.21,,48.78,,Good,14.9,57.7,6.25,1012.9
2023-08-25,New York,USA,13.21,15.34,15.01,3.95,0.327,45.01,53.0,,20.8,52.9,,1013.8
2023-08-26,New York,USA,21.17,24.26,12.03,3.97,0.288,51.72,70.0,Moderate,13.0,55.3,3.05,1007.2
2023-08-27,New York,USA,8.65,23.29,11.2,0.5,0.184,39.05,36.0,Good,18.0,45.5,3.5,1007.3
2023-08-28,New York,USA,18.7,29.16,15.14,3.51,0.405,47.75,64.0,Moderate,18.1,38.1,2.57,1008.3
2023-08-29,New York,USA,20.13,22.61,13.36,4.07,0.145,46.46,67.0,Moderate,12.7,49.2,2.67,1021.7
2023-08-30,New York,USA,14.21,18.38,16.16,5.17,0.08,,55.0,Moderate,18.4,54.1,2.94,1021.6
2023-08-31,New York,USA,18.63,17.24,17.03,,0.406,48.38,64.0,Moderate,14.0,73.5,4.8,1023.7
2023-09-01,New York,USA,16.63,26.31,13.79,4.62,0.528,53.57,60.0,Moderate,22.8,56.0,2.38,
2023-09-02,New York,USA,19.23,24.32,16.9,3.69,,46.96,65.0,Moderate,17.5,60.1,4.88,1010.0
2023-09-03,New York,USA,6.12,17.69,19.52,2.53,0.377,45.35,25.0,Good,17.0,58.9,5.64,1012.9
2023-09-04,New York,USA,10.18,29.66,20.88,0.65,0.256,45.69,42.0,Good,15.4,56.1,2.38,1018.6
2023-09-05,New York,USA,15.74,11.35,21.07,4.48,0.344,32.34,58.0,Moderate,18.7,46.8,2.85,1009.6
2023-09-06,New York,USA,8.38,27.31,,3.65,0.324,39.73,,Good,20.0,,1.82,1015.6
2023-09-07,New York,USA,17.49,32.81,17.47,2.75,0.181,40.96,62.0,Moderate,12.0,57.4,0.61,1010.9
2023-09-08,New York,USA,19.41,25.47,,4.1,0.419,51.67,66.0,Moderate,17.4,57.9,0.1,1014.4
2023-09-09,New York,USA,24.15,33.42,,2.73,0.348,48.08,76.0,Moderate,16.9,61.3,1.46,1008.2
2023-09-10,New York,USA,9.49,30.19,17.02,3.35,0.274,37.96,40.0,Good,15.6,63.9,6.32,1022.4
2023-09-11,New York,USA,13.72,17.75,22.48,5.21,0.414,43.43,54.0,Moderate,13.9,59.8,4.54,1014.7
2023-09-12,New York,USA,,19.58,17.71,4.94,0.477,40.53,44.0,Good,10.7,65.7,5.73,1013.7
2023-09-13,New York,USA,14.11,25.77,22.95,4.33,,58.46,55.0,Moderate,11.3,50.2,2.46,1013.6
2023-09-14,New York,USA,,35.88,19.04,2.02,0.488,34.84,71.0,Moderate,13.9,54.4,2.05,1008.0
2023-09-15,New York,USA,20.9,41.54,18.15,1.48,0.406,37.64,69.0,Moderate,15.7,57.4,0.11,1010.7
2023-09-16,New York,USA,19.65,28.18,13.16,4.55,0.165,43.88,66.0,Moderate,13.3,58.5,3.09,1015.9
2023-09-17,New York,USA,23.48,35.26,22.14,4.48,0.161,42.54,75.0,Moderate,15.1,59.4,3.35,1017.3
2023-09-18,New York,USA,11.99,46.81,21.67,2.63,0.547,33.9,50.0,Good,14.3,55.9,2.76,1012.3
2023-09-19,New York,USA,17.21,,20.37,3.8,0.623,51.83,61.0,Moderate,12.3,53.9,2.25,1011.5
2023-09-20,New York,USA,21.3,28.85,16.63,4.58,0.14,38.48,70.0,Moderate,17.3,66.3,5.85,1005.6
2023-09-21,New York,USA,10.91,25.62,19.31,,0.175,47.41,45.0,Good,15.6,50.3,4.78,1018.7
2023-09-22,New York,USA,5.32,,19.06,,0.515,41.21,22.0,Good,9.6,58.2,3.83,1016.2
2023-09-23,New York,USA,7.66,27.7,14.59,3.7,0.178,32.58,32.0,Good,17.2,64.3,5.25,1021.8
2023-09-24,New York,USA,8.09,30.02,20.84,3.44,0.16,46.32,34.0,Good,14.8,50.0,5.02,1013.7
2023-09-25,New York,USA,20.72,22.72,20.94,4.26,0.366,21.16,69.0,Moderate,13.5,56.9,1.8,1016.4
2023-09-26,New York,USA,18.89,34.5,17.99,1.84,0.187,44.44,65.0,Moderate,10.1,48.6,5.01,1000.2
2023-09-27,New York,USA,9.75,38.02,20.42,1.51,0.345,40.6,41.0,Good,10.0,43.4,0.46,1018.1
2023-09-28,New York,USA,23.11,37.92,26.29,5.63,0.213,46.13,74.0,Moderate,12.8,70.2,9.59,1011.8
2023-09-29,New York,USA,16.48,28.16,,4.34,0.735,39.87,60.0,Moderate,11.3,55.1,2.02,1002.9
2023-09-30,New York,USA,17.39,52.14,24.83,3.48,0.452,56.22,62.0,Moderate,12.7,47.9,3.62,1016.9
2023-10-01,New York,USA,20.32,44.63,21.02,1.18,0.469,41.2,68.0,Moderate,12.9,48.2,7.09,1006.5
2023-10-02,New York,USA,13.45,30.13,27.29,5.84,0.493,44.38,53.0,Moderate,8.6,41.4,2.83,1018.3
2023-10-03,New York,USA,23.03,24.73,15.9,5.62,0.439,23.39,74.0,Moderate,8.9,58.9,1.36,1007.1
2023-10-04,New York,USA,13.85,40.19,20.87,6.28,0.365,,54.0,Moderate,12.4,50.0,0.62,1010.9
2023-10-05,New York,USA,14.97,31.64,18.06,4.77,,,56.0,Moderate,9.8,45.4,6.96,1013.3
2023-10-06,New York,USA,22.17,32.11,30.35,2.66,0.325,44.96,72.0,Moderate,9.9,49.0,2.49,1024.6
2023-10-07,New York,USA,29.17,36.75,22.3,5.24,0.475,38.17,87.0,Moderate,9.9,50.1,4.39,1013.8
2023-10-08,New York,USA,26.41,31.1,16.83,2.46,0.333,26.64,81.0,Moderate,13.7,51.6,2.12,1015.9
2023-10-09,New York,USA,28.93,29.85,15.92,3.82,0.199,40.08,86.0,Moderate,12.1,51.5,1.48,1027.4
2023-10-10,New York,USA,13.16,27.23,21.89,5.42,0.416,36.5,52.0,Moderate,12.1,80.6,2.46,1009.9
2023-10-11,New York,USA,,39.94,34.48,4.23,0.506,20.92,65.0,Moderate,10.5,54.9,5.33,1009.9
2023-10-12,New York,USA,13.44,36.22,,3.39,0.447,19.03,53.0,Moderate,9.6,67.6,0.6,1008.9
2023-10-13,New York,USA,22.61,41.56,22.42,,0.649,37.08,73.0,Moderate,7.4,56.0,3.26,1010.4
2023-10-14,New York,USA,11.38,34.57,25.18,5.39,0.447,35.62,47.0,Good,8.5,62.7,1.36,1009.9
2023-10-15,New York,USA,15.88,33.86,28.96,3.0,0.483,,58.0,Moderate,7.3,53.5,1.89,1013.6
2023-10-16,New York,USA,19.44,48.22,18.71,4.29,0.404,44.44,66.0,Moderate,8.4,47.9,2.1,1008.2
2023-10-17,New York,USA,17.24,27.78,22.75,2.91,0.525,,61.0,Moderate,13.5,58.7,,1025.1
2023-10-18,New York,USA,22.44,,18.46,6.38,0.33,26.56,72.0,Moderate,6.5,49.0,3.58,1011.4
2023-10-19,New York,USA,23.02,26.15,18.58,4.78,0.338,24.79,74.0,Moderate,5.3,54.6,3.38,1012.3
2023-10-20,New York,USA,26.6,38.54,,6.3,0.583,,81.0,Moderate,11.1,69.2,6.7,1018.9
2023-10-21,New York,USA,22.57,38.65,30.5,2.97,0.623,34.84,73.0,Moderate,,45.5,0.43,1016.4
2023-10-22,New York,USA,30.36,31.95,19.08,6.18,0.481,42.51,89.0,Moderate,6.3,60.2,6.77,1006.7
2023-10-23,New York,USA,19.27,33.36,27.23,6.27,0.384,51.03,66.0,Moderate,8.7,50.5,6.07,1013.8
2023-10-24,New York,USA,19.11,31.99,34.13,3.48,0.613,27.67,,Moderate,6.8,54.3,4.34,1003.1
2023-10-25,New York,USA,18.39,45.95,28.87,4.39,0.328,34.67,64.0,Moderate,10.3,56.5,6.03,1011.4
2023-10-26,New York,USA,14.64,,23.89,3.9,0.413,39.71,56.0,Moderate,6.1,44.3,4.96,1016.9
2023-10-27,New York,USA,16.16,43.55,18.36,3.9,,,59.0,Moderate,9.4,57.2,2.04,1014.1
2023-10-28,New York,USA,23.38,45.92,25.94,,,,74.0,Moderate,8.3,64.7,5.78,997.5
2023-10-29,New York,USA,24.73,,26.28,3.15,0.432,21.2,77.0,Moderate,6.6,59.9,,1025.9
2023-10-30,New York,USA,19.12,30.29,31.34,,0.512,35.78,65.0,Moderate,1.8,46.3,1.04,1018.0
2023-10-31,New York,USA,18.6,35.9,16.48,3.9,0.392,,64.0,Moderate,6.7,66.8,4.75,1002.3
2023-11-01,New York,USA,27.02,46.08,25.01,6.17,0.644,28.52,82.0,Moderate,4.3,59.5,2.03,1014.6
2023-11-02,New York,USA,16.86,47.11,21.01,,0.462,21.83,60.0,Moderate,9.9,65.3,3.24,1008.4
2023-11-03,New York,USA,20.99,34.36,24.82,4.6,0.385,39.5,69.0,Moderate,6.5,70.5,3.69,1010.6
2023-11-04,New York,USA,20.87,35.77,24.53,5.29,0.361,24.27,69.0,Moderate,8.9,59.1,0.66,
2023-11-05,New York,USA,26.59,41.39,16.92,3.37,0.498,44.44,81.0,Moderate,5.5,59.8,2.34,1023.2
2023-11-06,New York,USA,22.71,28.77,21.24,,0.521,26.23,73.0,,5.5,70.6,2.44,1014.1
2023-11-07,New York,USA,21.25,39.15,28.78,2.34,0.528,28.32,70.0,,7.0,53.4,3.15,1014.8
2023-11-08,New York,USA,19.98,56.99,20.76,6.91,0.356,28.95,67.0,Moderate,7.3,47.5,1.7,1011.3
2023-11-09,New York,USA,27.32,40.68,35.17,5.84,0.457,11.79,83.0,Moderate,2.5,52.9,0.68,1011.8
2023-11-10,New York,USA,24.06,37.6,24.46,,0.525,29.54,76.0,Moderate,3.8,55.0,2.64,1023.8
2023-11-11,New York,USA,25.9,52.78,26.98,6.75,0.394,32.11,80.0,Moderate,4.0,51.5,3.57,1007.3
2023-11-12,New York,USA,15.85,49.15,17.66,7.32,0.419,34.18,58.0,Moderate,7.6,,4.33,1014.0
2023-11-13,New York,USA,26.43,51.31,30.25,4.15,0.507,24.31,81.0,Moderate,4.5,58.9,4.59,1016.5
2023-11-14,New York,USA,24.82,44.77,24.03,6.95,0.61,29.8,,Moderate,8.7,50.9,3.72,1018.4
2023-11-15,New York,USA,17.39,60.54,23.47,4.72,0.531,34.99,62.0,Moderate,7.8,67.0,3.39,1015.0
2023-11-16,New York,USA,15.9,31.91,26.08,5.75,0.525,33.35,58.0,Moderate,5.5,53.1,7.82,1011.4
2023-11-17,New York,USA,28.75,30.03,27.27,4.49,0.781,25.65,86.0,Moderate,5.5,48.4,1.91,1012.5
2023-11-18,New York,USA,25.6,50.89,23.87,4.61,0.696,40.58,79.0,,5.2,58.7,6.51,1028.9
2023-11-19,New York,USA,25.99,48.4,27.54,3.53,,38.9,80.0,Moderate,3.5,40.2,4.56,1002.5
2023-11-20,New York,USA,16.13,27.68,16.98,6.72,0.557,43.57,59.0,Moderate,7.1,71.5,2.34,1015.2
2023-11-21,New York,USA,17.72,39.73,34.27,5.37,0.513,28.9,62.0,Moderate,5.6,56.2,5.9,1008.7
2023-11-22,New York,USA,23.15,43.18,22.69,4.88,0.64,23.17,74.0,Moderate,12.1,68.1,3.82,1016.5
2023-11-23,New York,USA,28.14,47.4,,8.9,0.457,26.12,84.0,,5.2,60.2,7.12,1013.0
2023-11-24,New York,USA,27.27,46.04,27.01,,0.602,35.64,83.0,Moderate,4.2,50.7,2.88,1014.8
2023-11-25,New York,USA,30.06,61.17,28.41,7.84,0.629,23.93,89.0,Moderate,5.2,61.2,5.02,1010.1
2023-11-26,New York,USA,22.78,40.05,26.65,5.91,0.789,25.55,73.0,Moderate,0.7,41.4,4.97,1009.7
2023-11-27,New York,USA,26.0,36.95,26.99,5.14,,37.05,80.0,Moderate,8.0,60.1,7.18,1005.1
2023-11-28,New York,USA,23.69,40.25,31.38,3.99,0.64,18.19,75.0,Moderate,6.6,64.2,1.46,1010.8
2023-11-29,New York,USA,30.78,55.63,20.8,6.06,0.64,28.13,90.0,Moderate,8.2,50.6,2.75,1009.0
2023-11-30,New York,USA,26.15,41.26,32.39,5.17,0.54,29.86,80.0,Moderate,2.6,63.6,4.83,1017.2
2023-12-01,New York,USA,20.17,57.75,19.14,6.62,0.587,33.05,67.0,Moderate,4.1,56.1,4.86,1013.3
2023-12-02,New York,USA,26.44,46.56,39.47,3.72,0.734,31.47,81.0,Moderate,5.4,45.3,5.68,1006.5
2023-12-03,New York,USA,32.81,39.78,35.96,4.85,,27.52,,Moderate,2.7,53.5,6.63,1010.0
2023-12-04,New York,USA,26.39,58.58,29.86,7.15,0.644,35.09,,Moderate,4.3,60.1,,1011.3
2023-12-05,New York,USA,27.68,38.85,33.94,3.68,0.539,35.05,84.0,Moderate,4.1,41.1,2.21,1009.2
2023-12-06,New York,USA,33.53,51.82,33.3,4.24,0.578,38.79,96.0,Moderate,6.6,51.3,5.0,
2023-12-07,New York,USA,21.44,28.54,28.35,6.59,0.459,27.17,70.0,Moderate,2.3,50.7,1.7,1020.7
2023-12-08,New York,USA,22.34,42.97,26.37,6.2,0.892,47.24,72.0,Moderate,3.8,58.7,5.32,1020.8
2023-12-09,New York,USA,29.06,54.97,31.15,5.04,0.72,28.65,86.0,Moderate,5.1,44.6,2.21,1011.0
2023-12-10,New York,USA,28.6,61.15,33.07,5.62,0.461,36.34,85.0,Moderate,5.1,29.8,5.47,1015.6
2023-12-11,New York,USA,15.28,50.99,29.67,4.22,0.841,30.6,57.0,Moderate,3.0,49.1,3.25,1012.3
2023-12-12,New York,USA,28.97,,27.25,,0.533,26.63,86.0,Moderate,7.7,51.5,3.27,1008.4
2023-12-13,New York,USA,31.43,,24.99,6.72,0.564,33.21,92.0,Moderate,3.6,49.6,3.28,1005.2
2023-12-14,New York,USA,21.84,53.42,27.92,5.8,0.6,15.98,71.0,Moderate,0.2,58.1,2.76,1011.7
2023-12-15,New York,USA,29.1,37.37,26.45,5.42,0.628,24.38,87.0,Moderate,2.5,,3.57,
2023-12-16,New York,USA,17.04,34.38,32.28,5.57,0.539,20.18,61.0,Moderate,6.5,60.2,3.38,1014.5
2023-12-17,New York,USA,24.62,39.77,26.82,6.84,0.539,27.17,77.0,Moderate,2.9,62.5,2.33,1022.2
2023-12-18,New York,USA,23.34,40.85,39.49,4.56,,,74.0,Moderate,0.1,57.1,0.73,
2023-12-19,New York,USA,36.44,25.38,29.16,5.34,0.465,15.95,103.0,Unhealthy for Sensitive Groups,6.7,56.6,0.15,1007.4
2023-12-20,New York,USA,23.57,32.29,30.04,6.24,0.622,40.75,75.0,Moderate,1.6,51.2,2.55,1018.1
2023-12-21,New York,USA,30.09,36.24,36.88,4.8,0.7,32.11,89.0,Moderate,5.0,52.4,2.94,1015.9
2023-12-22,New York,USA,29.04,52.43,33.26,6.37,0.771,22.3,86.0,Moderate,4.1,50.5,7.9,1017.6
2023-12-23,New York,USA,31.53,50.21,29.48,9.29,0.747,24.21,92.0,Moderate,3.3,56.8,2.53,
2023-12-24,New York,USA,,25.42,39.7,5.33,0.558,26.89,65.0,Moderate,5.8,61.2,5.35,1016.4
2023-12-25,New York,USA,25.21,57.52,28.97,7.26,0.405,35.48,78.0,Moderate,1.8,43.4,1.16,1014.2
2023-12-26,New York,USA,38.02,44.82,29.35,6.94,0.526,25.28,107.0,Unhealthy for Sensitive Groups,3.2,70.7,3.64,1017.5
2023-12-27,New York,USA,23.07,36.63,33.28,6.31,0.728,20.08,,Moderate,3.8,44.7,2.61,1004.3
2023-12-28,New York,USA,25.24,58.11,25.71,4.91,0.579,24.96,78.0,Moderate,6.0,44.6,0.1,1013.4
2023-12-29,New York,USA,35.16,45.03,32.02,5.91,,24.15,99.0,Moderate,3.9,68.1,5.56,1008.8
2023-12-30,New York,USA,23.41,41.57,24.46,5.33,0.586,20.77,74.0,Moderate,5.4,41.6,1.38,1017.0
2023-12-31,New York,USA,36.27,49.06,25.94,,0.555,35.02,102.0,Unhealthy for Sensitive Groups,5.5,45.1,4.15,1021.6
2024-01-01,New York,USA,32.7,58.54,34.15,4.43,0.502,38.3,94.0,Moderate,3.4,39.8,4.59,1019.4
2024-01-02,New York,USA,26.42,51.75,26.04,5.46,0.377,,81.0,Moderate,7.9,28.5,2.8,1009.8
2024-01-03,New York,USA,29.82,28.32,26.39,5.31,0.655,26.0,88.0,Moderate,0.2,52.3,2.1,1015.8
2024-01-04,New York,USA,25.64,62.33,26.91,5.34,0.538,24.7,79.0,Moderate,6.4,51.5,2.79,1015.1
2024-01-05,New York,USA,22.16,,28.37,4.92,0.375,18.31,72.0,Moderate,3.9,54.3,,1004.1
2024-01-06,New York,USA,25.86,33.51,23.93,7.41,,28.96,80.0,Moderate,7.9,54.3,5.17,1015.1
2024-01-07,New York,USA,23.18,45.59,26.38,6.78,0.727,16.19,74.0,Moderate,,51.9,1.97,1011.4
2024-01-08,New York,USA,28.6,58.12,27.62,,0.649,25.38,85.0,Moderate,0.6,47.8,2.81,1017.4
2024-01-09,New York,USA,32.33,37.58,26.29,7.1,0.544,28.19,93.0,Moderate,4.0,54.9,2.68,1019.5
2024-01-10,New York,USA,19.02,43.38,35.26,5.75,0.587,32.33,65.0,Moderate,5.7,61.4,,1004.0
2024-01-11,New York,USA,24.44,39.55,31.71,7.3,0.288,14.46,77.0,Moderate,-0.6,,3.44,1022.2
2024-01-12,New York,USA,20.04,67.44,32.55,6.67,0.686,15.41,67.0,Moderate,3.1,46.1,4.49,
2024-01-13,New York,USA,25.43,40.55,37.01,5.19,0.457,28.59,79.0,Moderate,4.4,65.4,3.87,1014.0
2024-01-14,New York,USA,30.89,50.4,33.83,6.83,0.554,16.82,90.0,Moderate,4.2,38.1,1.99,1010.0
2024-01-15,New York,USA,32.99,45.05,38.65,6.54,0.391,33.26,95.0,Moderate,7.4,40.8,4.63,
2024-01-16,New York,USA,,36.97,34.64,5.73,,31.93,58.0,Moderate,6.9,63.7,1.88,
2024-01-17,New York,USA,36.31,43.45,35.43,5.72,0.501,18.44,102.0,Unhealthy for Sensitive Groups,6.3,64.8,4.23,1014.0
2024-01-18,New York,USA,20.84,46.52,30.86,4.87,0.651,20.54,69.0,Moderate,4.1,60.5,6.23,1021.6
2024-01-19,New York,USA,,51.32,33.13,6.76,0.613,34.47,80.0,Moderate,3.6,45.3,4.0,1010.7
2024-01-20,New York,USA,36.18,42.47,35.14,6.57,0.423,29.58,102.0,Unhealthy for Sensitive Groups,3.6,73.6,1.94,1007.0
2024-01-21,New York,USA,15.68,39.83,33.59,4.68,0.662,27.25,58.0,Moderate,2.9,53.5,1.67,1017.7
2024-01-22,New York,USA,17.47,,26.34,6.12,0.655,26.44,62.0,Moderate,10.6,51.1,0.9,1025.6
2024-01-23,New York,USA,28.42,47.84,41.15,,0.587,17.92,85.0,Moderate,5.2,43.0,3.55,1012.7
2024-01-24,New York,USA,26.43,26.71,33.81,5.69,0.927,22.3,81.0,Moderate,4.1,55.8,1.18,1020.0
