OrderID,Date,Product,Category,Region,Salesperson,Quantity,UnitPrice,DiscountPct,Sales,CustomerRating
100690,2025-07-25,Laptop,Clothing,East,SP029,13.0,1034.67,25.0,10088.03,4.0
100691,2024-11-07,Watch,Beauty,North,SP045,10.0,925.39,15.0,7865.81,5.0
100692,2024-05-25,Phone,Books,North,SP012,15.0,1660.64,15.0,21173.16,5.0
100693,2025-12-13,Book,Sports,North,SP012,18.0,,,4206.58,4.0
100694,2025-08-27,Watch,Home,South,SP046,7.0,1765.68,0.0,12359.76,1.0
100695,2024-04-03,Book,Electronics,West,SP047,4.0,1413.92,25.0,4241.76,5.0
100696,2025-09-18,Laptop,Clothing,East,SP037,6.0,760.46,15.0,3878.35,2.0
100697,2024-06-15,Laptop,Sports,East,SP020,5.0,361.84,25.0,1356.9,4.0
100698,2024-10-22,Chair,Electronics,East,SP001,6.0,239.52,5.0,1365.26,4.0
100699,2025-05-24,Camera,Sports,South,SP014,16.0,1089.28,0.0,17428.48,
100700,2025-11-06,Phone,Beauty,North,SP016,16.0,910.21,15.0,12378.86,5.0
100701,2024-10-11,Laptop,Clothing,,SP004,20.0,1259.13,5.0,23923.47,3.0
100702,2024-02-07,Camera,Beauty,East,SP022,5.0,1708.39,25.0,6406.46,1.0
100703,2024-02-20,Shoes,Books,East,SP040,4.0,836.83,5.0,3179.95,5.0
100704,2025-08-09,Camera,Home,North,SP006,18.0,358.95,15.0,5491.93,3.0
100705,2024-11-26,Headphones,Beauty,North,SP019,12.0,1795.57,0.0,21546.84,4.0
100706,2024-05-17,Book,Beauty,West,SP034,4.0,1390.77,10.0,5006.77,2.0
100707,2025-12-13,Camera,Books,North,SP031,7.0,1226.05,0.0,8582.35,5.0
100708,2025-12-24,Watch,Beauty,East,SP009,10.0,856.97,10.0,7712.73,5.0
100709,2025-07-30,Bag,Sports,South,SP040,16.0,1041.81,25.0,12501.72,2.0
100710,2025-12-26,,Electronics,West,SP041,10.0,,0.0,19586.2,1.0
100711,2024-07-31,Laptop,Home,East,SP036,20.0,1997.98,15.0,33965.66,2.0
100712,2024-01-12,Phone,Home,East,SP033,7.0,1381.58,10.0,8703.95,5.0
100713,2024-11-27,Book,Sports,North,SP012,1.0,232.1,10.0,208.89,2.0
100714,2024-12-04,Bag,Electronics,South,SP031,11.0,1844.95,15.0,17250.28,
100715,2025-10-04,Book,Sports,West,SP048,15.0,1784.66,20.0,21415.92,1.0
100716,2025-06-17,Book,Beauty,North,SP014,10.0,1132.06,25.0,8490.45,5.0
100717,2025-12-02,Phone,Clothing,East,SP002,11.0,1600.07,10.0,15840.69,
100718,2025-01-19,Camera,Sports,South,SP039,18.0,1685.6,20.0,24272.64,1.0
100719,2024-11-11,Headphones,Electronics,West,SP016,11.0,1421.13,10.0,14069.19,3.0
100720,2025-04-07,Shoes,Electronics,East,SP003,10.0,436.2,10.0,3925.8,2.0
100721,2024-04-04,Mixer,Clothing,,SP022,15.0,1014.46,15.0,12934.37,4.0
100722,2025-06-20,Phone,Beauty,South,SP014,10.0,1552.19,5.0,14745.81,1.0
100723,2025-04-15,Phone,Electronics,East,SP003,13.0,1428.79,20.0,14859.42,5.0
100724,2024-03-30,Phone,Beauty,East,SP002,11.0,936.42,0.0,10300.62,5.0
100725,2024-11-15,Watch,Home,East,SP050,7.0,645.16,5.0,4290.31,4.0
100726,2025-11-18,Watch,Electronics,North,SP040,4.0,548.95,5.0,2086.01,5.0
100727,2025-06-10,Mixer,Home,East,SP010,4.0,417.12,10.0,1501.63,3.0
100728,2025-08-10,Camera,Home,West,SP004,8.0,346.69,10.0,2496.17,2.0
100729,2024-01-30,Phone,Sports,North,SP006,16.0,1807.07,0.0,28913.12,4.0
100730,2025-02-05,Bag,Beauty,East,SP020,6.0,1410.83,20.0,6771.98,
100731,2024-07-21,Camera,Clothing,North,SP045,18.0,161.7,15.0,2474.01,4.0
100732,2024-04-09,Bag,Sports,South,SP015,15.0,624.23,25.0,7022.59,2.0
100733,2025-09-23,Shoes,Books,East,SP021,9.0,1826.16,15.0,13970.12,4.0
100734,2025-05-14,Book,Sports,West,SP011,,135.4,0.0,135.4,3.0
100735,2024-12-22,Phone,Sports,North,SP021,20.0,1151.48,20.0,18423.68,5.0
100736,2025-10-27,Bag,Sports,West,SP016,3.0,1585.9,20.0,3806.16,5.0
100737,2024-09-06,Headphones,Electronics,,SP014,18.0,322.25,15.0,4930.43,5.0
100738,2025-03-17,,Books,,SP012,14.0,1136.59,10.0,14321.03,1.0
100739,2025-12-29,Camera,Beauty,West,SP021,19.0,1674.31,0.0,31811.89,5.0
100740,2024-04-09,Phone,Beauty,North,SP044,15.0,356.47,15.0,4544.99,5.0
100741,2025-01-23,Laptop,Electronics,South,SP009,11.0,991.12,25.0,8176.74,5.0
100742,2025-10-13,Shoes,Sports,East,SP025,1.0,1515.37,25.0,1136.53,5.0
100743,2025-08-14,Book,Home,East,SP028,15.0,395.35,25.0,4447.69,3.0
100744,2024-04-01,,Clothing,East,SP004,19.0,21.2,20.0,322.24,3.0
100745,2025-07-16,Book,Electronics,East,SP002,2.0,6.68,20.0,10.69,2.0
100746,2025-03-18,Headphones,Sports,West,SP028,19.0,791.57,10.0,13535.85,5.0
100747,2024-08-04,Mixer,Sports,East,SP027,6.0,952.37,5.0,5428.51,2.0
100748,2024-10-22,Laptop,Clothing,West,SP043,5.0,272.88,0.0,1364.4,4.0
100749,2024-05-19,Bag,Books,West,SP040,3.0,278.75,15.0,710.81,2.0
100750,2025-04-10,Headphones,Home,South,SP012,17.0,851.13,15.0,12298.83,
100751,2025-09-11,Chair,Books,East,SP027,1.0,1157.99,25.0,868.49,5.0
100752,2025-08-13,Camera,Sports,East,SP008,12.0,71.76,0.0,861.12,5.0
100753,2025-05-08,Mixer,Home,West,SP034,3.0,288.46,25.0,649.03,1.0
100754,2025-06-19,Phone,Books,East,SP040,20.0,181.45,15.0,3084.65,1.0
100755,2024-12-17,Bag,Beauty,West,SP037,18.0,1558.16,15.0,23839.85,3.0
100756,2025-03-07,Watch,Clothing,North,SP045,12.0,1921.36,10.0,20750.69,5.0
100757,2024-11-07,Bag,Beauty,South,SP037,19.0,524.58,25.0,7475.27,
100758,2025-11-03,Laptop,Home,West,SP006,10.0,1618.75,20.0,12950.0,2.0
100759,2025-06-01,Watch,Clothing,East,SP018,3.0,1703.63,10.0,4599.8,3.0
100760,2024-01-15,Shoes,Books,West,SP024,4.0,1209.62,20.0,3870.78,2.0
100761,2024-09-24,Laptop,Home,North,SP010,8.0,972.41,20.0,6223.42,5.0
100762,2024-06-06,Headphones,Clothing,,SP047,16.0,1506.76,15.0,20491.94,2.0
100763,2024-08-03,Laptop,Books,East,SP049,19.0,,10.0,25137.85,1.0
100764,2024-02-23,Watch,Sports,South,SP025,6.0,930.71,15.0,4746.62,4.0
100765,2025-04-30,Laptop,Home,West,SP025,9.0,294.57,15.0,2253.46,3.0
100766,2025-06-26,Book,Sports,East,SP022,2.0,,,318.78,3.0
100767,2024-09-30,,Sports,South,SP047,4.0,,20.0,1646.11,5.0
100768,2024-07-18,,Home,North,SP044,17.0,678.13,25.0,8646.16,1.0
100769,2024-03-10,Phone,Books,West,SP023,1.0,825.44,20.0,660.35,2.0
100770,2024-10-17,Camera,Electronics,North,SP039,9.0,390.19,0.0,3511.71,2.0
100771,2025-09-05,Phone,Beauty,South,SP025,4.0,1417.61,0.0,5670.44,5.0
100772,2024-07-08,Watch,Sports,North,SP041,4.0,1392.83,10.0,5014.19,4.0
100773,2024-10-10,Book,Home,South,SP050,14.0,1385.98,25.0,14552.79,1.0
100774,2024-10-10,Laptop,Home,East,SP012,2.0,768.68,10.0,1383.62,4.0
100775,2024-03-12,Camera,Sports,South,SP042,16.0,1958.95,5.0,29776.04,4.0
100776,2024-04-21,Chair,Beauty,North,SP029,5.0,1083.56,15.0,4605.13,3.0
100777,2024-04-15,Watch,Sports,North,SP032,2.0,,20.0,240.75,2.0
100778,2025-10-30,Headphones,Home,,SP045,1.0,1866.12,25.0,1399.59,3.0
100779,2025-02-04,Bag,Sports,West,SP026,19.0,12.39,25.0,176.56,1.0
100780,2025-07-07,Bag,Electronics,East,SP022,8.0,11.6,25.0,69.6,3.0
100781,2025-02-14,Phone,Home,East,SP006,2.0,1266.38,25.0,1899.57,4.0
100782,2024-10-23,Headphones,Books,South,SP020,7.0,357.35,0.0,2501.45,4.0
100783,2024-04-19,Bag,Books,South,SP009,12.0,975.57,25.0,8780.13,1.0
100784,2024-07-16,Chair,Sports,West,SP005,1.0,1440.88,20.0,1152.7,5.0
100785,2025-10-20,Laptop,Electronics,East,SP004,10.0,1001.87,15.0,8515.9,3.0
100786,2024-02-13,Mixer,Sports,South,SP048,13.0,240.78,25.0,2347.61,5.0
100787,2024-08-26,Bag,Books,North,SP031,3.0,78.57,5.0,223.92,5.0
100788,2024-02-16,Laptop,Clothing,North,SP020,,1404.09,5.0,10671.08,1.0
100789,2025-04-12,Phone,Electronics,North,SP032,20.0,345.53,20.0,5528.48,5.0
100790,2025-09-22,Headphones,Home,West,SP021,8.0,130.9,5.0,994.84,1.0
100791,2025-12-01,Chair,Electronics,South,SP022,19.0,1094.04,10.0,18708.08,1.0
100792,2024-05-03,Shoes,Books,East,SP036,9.0,286.77,15.0,2193.79,2.0
100793,2025-03-25,Shoes,Electronics,West,SP050,8.0,1851.72,0.0,14813.76,2.0
100794,2024-01-17,Shoes,Electronics,East,SP027,16.0,166.04,0.0,2656.64,4.0
100795,2025-12-09,Watch,Beauty,,SP027,5.0,416.29,25.0,1561.09,2.0
100796,2024-06-27,Shoes,Books,West,SP040,20.0,1384.89,20.0,22158.24,1.0
100797,2025-10-04,Mixer,Clothing,South,SP008,10.0,698.97,0.0,6989.7,5.0
100798,2024-04-07,Mixer,Clothing,West,SP050,20.0,726.99,20.0,11631.84,2.0
100799,2024-10-10,Bag,Sports,South,SP011,2.0,391.47,5.0,743.79,1.0
100800,2024-02-25,Watch,Home,West,SP003,12.0,573.7,15.0,5851.74,1.0
100801,2024-02-23,Bag,Beauty,North,SP005,18.0,355.9,0.0,6406.2,2.0
100802,2025-03-31,Chair,Books,East,SP015,19.0,1161.62,15.0,18760.16,1.0
100803,2024-11-29,Headphones,Clothing,West,SP015,8.0,200.64,25.0,1203.84,1.0
100804,2025-04-27,Shoes,Clothing,West,SP012,19.0,971.39,15.0,15687.95,4.0
100805,2025-01-17,Book,Home,South,SP022,5.0,918.19,5.0,4361.4,2.0
100806,2024-02-02,Phone,Sports,West,SP027,19.0,124.01,5.0,2238.38,2.0
100807,2024-12-17,Shoes,Books,,SP037,8.0,1773.39,20.0,11349.7,
100808,2024-08-23,Bag,Clothing,West,SP030,3.0,826.33,20.0,1983.19,3.0
100809,2024-01-15,Chair,Home,West,SP038,14.0,1473.68,5.0,19599.94,2.0
100810,2025-08-28,Headphones,Electronics,North,SP031,5.0,1827.94,0.0,9139.7,5.0
100811,2024-02-04,Phone,Sports,West,SP016,14.0,1064.59,,12668.62,1.0
100812,2025-07-25,Chair,Clothing,East,SP019,1.0,1387.85,15.0,1179.67,2.0
100813,2025-10-25,Watch,Clothing,West,SP037,3.0,36.78,25.0,82.75,5.0
100814,2024-01-25,Headphones,Clothing,East,SP041,15.0,930.2,5.0,13255.35,4.0
100815,2025-12-21,Headphones,Books,East,SP034,1.0,1721.46,0.0,1721.46,1.0
100816,2024-10-30,Camera,Beauty,South,SP044,14.0,1507.01,25.0,15823.6,1.0
100817,2025-09-27,Mixer,Books,,SP004,11.0,1472.84,0.0,16201.24,1.0
100818,2025-01-27,Book,Home,South,SP042,12.0,933.38,0.0,11200.56,5.0
100819,2025-12-22,Shoes,Home,South,SP035,3.0,1123.71,5.0,3202.57,1.0
100820,2025-10-26,Chair,Books,South,SP021,16.0,1476.07,20.0,18893.7,3.0
100821,2024-09-30,Laptop,Electronics,East,SP023,17.0,1362.05,10.0,20839.36,4.0
100822,2025-05-12,Bag,Books,East,SP029,17.0,1055.73,0.0,17947.41,5.0
100823,2025-01-11,Phone,Electronics,West,SP012,3.0,380.77,15.0,970.96,3.0
100824,2024-03-19,Shoes,Sports,South,SP014,4.0,333.71,0.0,1334.84,5.0
100825,2025-10-04,Mixer,Clothing,West,SP023,1.0,589.87,25.0,442.4,4.0
100826,2025-03-30,Laptop,Clothing,East,SP027,1.0,,0.0,586.58,5.0
100827,2024-12-17,Mixer,Beauty,West,SP030,11.0,974.87,25.0,8042.68,3.0
100828,2025-08-03,Shoes,Home,,SP031,5.0,1797.07,10.0,8086.82,3.0
100829,2024-10-22,Bag,Clothing,South,SP046,2.0,300.93,10.0,541.67,5.0
100830,2024-10-19,Shoes,Clothing,South,SP008,,,25.0,8759.47,1.0
100831,2024-11-20,Book,Clothing,South,SP036,19.0,257.31,10.0,4400.0,1.0
100832,2025-11-12,Book,Sports,South,SP035,11.0,1956.16,5.0,20441.87,3.0
100833,2024-05-04,Shoes,Sports,East,SP010,1.0,812.1,15.0,690.28,1.0
100834,2025-07-13,Watch,Sports,East,SP049,17.0,665.9,25.0,8490.22,5.0
100835,2025-11-13,Bag,Home,North,SP047,5.0,,25.0,6000.56,4.0
100836,2024-02-11,Watch,Electronics,West,SP040,,1357.63,0.0,6788.15,2.0
100837,2025-04-01,Camera,Books,South,SP038,12.0,189.5,0.0,2274.0,5.0
100838,2024-08-15,Mixer,Sports,North,SP033,9.0,395.45,0.0,3559.05,4.0
100839,2024-07-18,Mixer,Electronics,East,SP026,16.0,638.93,20.0,8178.3,2.0
100840,2025-03-13,Watch,Home,East,SP020,12.0,775.29,0.0,9303.48,4.0
100841,2025-07-28,Headphones,Sports,East,SP011,,435.31,15.0,1110.04,4.0
100842,2025-02-28,Phone,Clothing,South,SP020,5.0,1671.85,20.0,6687.4,4.0
100843,2025-06-21,Headphones,Electronics,North,SP027,11.0,136.9,20.0,1204.72,3.0
100844,2025-02-28,Camera,Clothing,South,SP012,6.0,1113.85,25.0,5012.32,4.0
100845,2024-10-23,Camera,Home,West,SP036,18.0,,10.0,15936.26,4.0
100846,2024-08-17,Watch,Home,West,SP008,1.0,1583.48,5.0,1504.31,3.0
100847,2025-03-03,Chair,Electronics,North,SP049,6.0,986.31,,4438.39,3.0
100848,2025-05-19,Camera,Sports,West,SP017,3.0,1199.79,10.0,3239.43,4.0
100849,2025-12-11,Camera,Electronics,East,SP011,,749.54,25.0,2248.62,5.0
100850,2024-02-29,,Home,South,SP004,5.0,642.76,25.0,2410.35,3.0
100851,2025-01-04,Laptop,Home,East,SP034,14.0,1274.31,10.0,16056.31,1.0
100852,2025-06-10,Phone,Beauty,South,SP035,7.0,1534.05,5.0,10201.43,3.0
100853,2024-11-19,Book,Electronics,East,SP010,10.0,546.56,25.0,4099.2,1.0
100854,2024-05-20,,Home,South,SP007,17.0,566.43,15.0,8184.91,2.0
100855,2024-06-07,Mixer,Beauty,North,SP027,,446.12,5.0,7204.84,4.0
100856,2024-03-19,Bag,Home,East,SP045,4.0,1638.6,0.0,6554.4,3.0
100857,2024-05-22,Mixer,Home,South,SP046,15.0,1780.0,20.0,21360.0,3.0
100858,2024-01-30,Shoes,Books,South,SP020,4.0,448.6,25.0,1345.8,2.0
100859,2024-08-02,Phone,Electronics,,SP050,5.0,1962.31,15.0,8339.82,4.0
100860,2025-03-17,Mixer,Beauty,North,SP031,2.0,396.72,0.0,793.44,1.0
100861,2024-09-16,Laptop,Electronics,North,SP039,2.0,137.16,25.0,205.74,2.0
100862,2025-08-24,Laptop,Electronics,South,SP048,7.0,373.64,10.0,2353.93,3.0
100863,2025-08-16,Camera,Clothing,North,SP007,12.0,707.65,20.0,6793.44,5.0
100864,2024-01-15,Watch,Clothing,North,SP047,17.0,437.91,5.0,7072.25,1.0
100865,2024-08-07,Book,Books,South,SP029,17.0,,15.0,24613.26,1.0
100866,2024-07-04,Chair,Beauty,South,SP027,12.0,1962.7,15.0,20019.54,1.0
100867,2024-11-17,Shoes,Sports,,SP046,4.0,934.47,20.0,2990.3,3.0
100868,2025-07-24,Phone,Sports,,SP030,2.0,169.08,15.0,287.44,5.0
100869,2024-11-15,Watch,Sports,South,SP005,15.0,455.62,15.0,5809.15,4.0
100870,2025-11-26,Bag,Books,North,SP026,12.0,362.7,25.0,3264.3,4.0
100871,2025-06-19,,Books,North,SP048,3.0,,15.0,619.24,2.0
100872,2024-03-07,Chair,Beauty,West,SP008,,1950.54,10.0,21065.83,2.0
100873,2025-03-10,Camera,Beauty,,SP049,16.0,560.64,25.0,6727.68,4.0
100874,2024-12-30,Bag,Beauty,East,SP010,16.0,1335.02,15.0,18156.27,4.0
100875,2024-04-20,,Books,South,SP002,4.0,505.13,15.0,1717.44,1.0
100876,2024-02-24,Shoes,Sports,East,SP010,3.0,998.78,0.0,2996.34,3.0
100877,2025-09-28,Mixer,Sports,West,SP013,20.0,197.19,,3943.8,3.0
100878,2025-11-08,Mixer,Home,North,SP049,16.0,983.05,10.0,14155.92,1.0
100879,2025-03-16,Headphones,Sports,West,SP003,,770.34,10.0,2773.22,1.0
100880,2024-06-30,,Sports,West,SP009,18.0,1320.52,10.0,21392.42,3.0
100881,2025-02-02,Bag,Books,West,SP031,16.0,1529.2,20.0,19573.76,5.0
100882,2024-06-09,Bag,Beauty,West,SP040,17.0,116.2,10.0,1777.86,3.0
100883,2024-10-18,Laptop,Clothing,East,SP023,11.0,127.54,20.0,1122.35,5.0
100884,2024-01-28,Book,Home,West,SP023,11.0,764.24,15.0,7145.64,1.0
100885,2025-11-08,Watch,Beauty,North,SP045,8.0,498.99,25.0,2993.94,1.0
100886,2024-11-08,Mixer,Home,North,SP030,4.0,678.5,0.0,2714.0,4.0
100887,2025-08-04,Laptop,Books,West,SP038,17.0,1803.31,,27590.64,1.0
100888,2024-11-20,Camera,Electronics,West,SP007,13.0,1142.86,10.0,13371.46,2.0
100889,2024-12-10,Book,Clothing,East,SP024,16.0,1008.02,25.0,12096.24,4.0
100890,2024-07-25,Mixer,Clothing,East,SP017,16.0,1272.71,0.0,20363.36,1.0
100891,2024-10-31,Camera,Books,North,SP046,19.0,807.04,5.0,14567.07,5.0
100892,2024-04-07,Camera,Beauty,West,SP028,19.0,676.99,0.0,12862.81,2.0
100893,2024-12-21,Mixer,Home,West,SP043,3.0,1304.82,10.0,3523.01,5.0
100894,2024-11-16,Camera,Beauty,West,SP043,7.0,831.56,10.0,5238.83,5.0
100895,2024-07-03,Shoes,Beauty,West,SP014,1.0,1257.55,20.0,1006.04,4.0
100896,2024-10-01,Camera,Books,North,SP034,18.0,1618.82,15.0,24767.95,2.0
100897,2025-01-08,Watch,Sports,West,SP021,15.0,299.75,5.0,4271.44,1.0
100898,2025-10-11,Watch,Books,South,SP017,7.0,1692.7,10.0,10664.01,5.0
100899,2024-08-29,Chair,Electronics,South,SP020,13.0,480.77,5.0,5937.51,4.0
100900,2025-05-12,Laptop,Clothing,South,SP018,18.0,1982.63,15.0,30334.24,2.0
100901,2024-01-30,Mixer,Clothing,North,SP047,9.0,1580.39,10.0,12801.16,4.0
100902,2024-01-21,Book,Beauty,East,SP005,2.0,1719.87,0.0,3439.74,4.0
100903,2025-01-07,Shoes,Clothing,North,SP037,3.0,796.81,25.0,1792.82,5.0
100904,2024-05-03,Mixer,Home,West,SP006,17.0,1330.11,20.0,18089.5,2.0
100905,2025-09-06,Book,Beauty,West,SP048,4.0,1547.52,10.0,5571.07,2.0
100906,2025-03-09,Chair,Home,West,SP027,7.0,292.83,5.0,1947.32,3.0
100907,2025-08-26,Phone,Home,West,SP031,2.0,983.27,,1769.89,2.0
100908,2024-10-11,Book,Home,North,SP042,5.0,729.18,25.0,2734.42,5.0
100909,2024-02-05,Chair,Home,West,SP020,2.0,1382.91,25.0,2074.37,
100910,2025-12-02,Bag,Sports,North,SP026,4.0,1072.15,5.0,4074.17,3.0
100911,2024-11-04,Watch,Clothing,South,SP029,3.0,1872.96,5.0,5337.94,
100912,2025-10-21,Phone,Sports,West,SP048,14.0,1579.69,10.0,19904.09,4.0
100913,2024-12-06,Shoes,Books,East,SP033,14.0,1754.14,0.0,24557.96,1.0
100914,2024-12-26,Book,Sports,North,SP049,14.0,1206.22,20.0,13509.66,1.0
100915,2025-10-18,Shoes,Electronics,West,SP013,6.0,1262.16,25.0,5679.72,3.0
100916,2024-11-17,Chair,Beauty,South,SP039,19.0,169.05,5.0,3051.35,4.0
100917,2024-11-23,Shoes,Home,South,SP044,15.0,959.34,25.0,10792.58,5.0
100918,2024-12-01,,Clothing,West,SP025,10.0,401.33,15.0,3411.3,5.0
100919,2024-08-17,Camera,Books,South,SP006,1.0,,20.0,1517.18,4.0
100920,2024-07-22,Laptop,Sports,West,SP039,9.0,1404.02,5.0,12004.37,3.0
100921,2024-06-01,Camera,Electronics,North,SP046,3.0,1916.28,5.0,5461.4,5.0
100922,2025-03-21,Phone,Clothing,South,SP013,15.0,1655.38,15.0,21106.1,3.0
100923,2024-10-21,Chair,Beauty,South,SP019,16.0,767.24,15.0,10434.46,2.0
100924,2025-03-04,Laptop,Home,East,SP016,6.0,820.01,5.0,4674.06,5.0
100925,2025-04-06,Bag,Electronics,North,SP031,8.0,742.43,25.0,4454.58,2.0
100926,2024-11-27,Headphones,Books,West,SP048,13.0,1375.27,25.0,13408.88,5.0
100927,2024-09-19,Laptop,Home,South,SP031,3.0,195.08,0.0,585.24,3.0
100928,2025-09-12,Laptop,Home,West,SP020,20.0,1420.58,0.0,28411.6,4.0
100929,2025-11-18,Laptop,Beauty,South,SP017,12.0,268.82,20.0,2580.67,2.0
100930,2025-05-30,Shoes,Electronics,East,SP046,16.0,1861.0,15.0,25309.6,5.0
100931,2025-03-19,Laptop,Clothing,,SP018,,524.51,10.0,2360.3,3.0
100932,2025-03-16,Camera,Home,East,SP028,10.0,1806.07,10.0,16254.63,2.0
100933,2024-11-19,,Books,West,SP004,16.0,1528.53,5.0,23233.66,2.0
100934,2024-06-01,Bag,Home,South,SP046,2.0,463.57,0.0,927.14,4.0
100935,2025-03-22,Laptop,Sports,East,SP046,4.0,1990.43,15.0,6767.46,5.0
100936,2025-05-11,Shoes,Electronics,East,SP006,,988.51,25.0,11120.74,2.0
100937,2024-10-17,,Home,South,SP038,6.0,1670.73,25.0,7518.29,1.0
100938,2025-06-22,Chair,Sports,North,SP022,19.0,365.23,0.0,6939.37,1.0
100939,2024-10-18,Phone,Home,South,SP002,4.0,791.37,20.0,2532.38,1.0
100940,2025-04-16,Camera,Books,North,SP022,16.0,910.84,10.0,13116.1,1.0
100941,2025-11-02,Camera,Clothing,South,SP004,20.0,1902.04,10.0,34236.72,3.0
100942,2024-11-26,Camera,Sports,North,SP026,2.0,1488.88,20.0,2382.21,3.0
100943,2024-07-01,Phone,Electronics,South,SP011,8.0,1930.27,15.0,13125.84,4.0
100944,2025-02-16,Shoes,Electronics,East,SP032,10.0,1296.1,25.0,9720.75,4.0
100945,2024-11-13,Phone,Home,South,SP032,20.0,266.92,25.0,4003.8,4.0
100946,2025-02-01,Headphones,Electronics,West,SP024,16.0,540.62,20.0,6919.94,5.0
100947,2024-07-09,Laptop,Beauty,East,SP030,14.0,1263.22,0.0,17685.08,2.0
100948,2025-10-25,Mixer,Electronics,East,SP030,5.0,1861.68,20.0,7446.72,4.0
100949,2024-03-22,Watch,Clothing,West,SP019,16.0,604.28,5.0,9185.06,5.0
100950,2024-02-18,Mixer,Electronics,West,SP027,18.0,,0.0,2838.24,1.0
100951,2025-04-20,Watch,Beauty,North,SP050,19.0,1626.59,10.0,27814.69,5.0
100952,2024-01-17,Shoes,Clothing,West,SP003,4.0,1482.33,15.0,5039.92,1.0
100953,2025-03-02,Bag,Books,West,SP040,10.0,631.32,25.0,4734.9,3.0
100954,2024-12-15,Camera,Home,North,SP028,,426.08,0.0,2556.48,5.0
100955,2024-01-19,Shoes,Books,West,SP030,1.0,792.89,0.0,792.89,4.0
100956,2025-11-04,Camera,Beauty,East,SP045,20.0,1453.19,10.0,26157.42,
100957,2024-11-05,Chair,Electronics,North,SP045,3.0,254.55,0.0,763.65,2.0
100958,2024-01-28,Chair,Sports,South,SP006,7.0,964.83,5.0,6416.12,3.0
100959,2025-04-19,Phone,Clothing,South,SP048,5.0,950.61,0.0,4753.05,4.0
100960,2025-05-11,Camera,Clothing,South,SP019,16.0,44.16,15.0,600.58,5.0
100961,2025-02-05,Headphones,Sports,West,SP048,2.0,671.03,0.0,1342.06,5.0
100962,2025-09-02,Bag,Sports,West,SP033,18.0,1998.06,0.0,35965.08,5.0
100963,2025-09-18,Mixer,Electronics,West,SP037,16.0,467.65,0.0,7482.4,3.0
100964,2025-07-20,Headphones,Sports,North,SP032,3.0,539.36,25.0,1213.56,5.0
100965,2025-10-23,Laptop,Clothing,East,SP047,,899.41,15.0,9173.98,2.0
100966,2025-04-25,Chair,Beauty,East,SP039,12.0,879.03,20.0,8438.69,4.0
100967,2024-05-14,Headphones,Books,East,SP031,10.0,1447.38,15.0,12302.73,2.0
100968,2025-09-28,Phone,Books,West,SP009,7.0,568.5,25.0,2984.62,2.0
100969,2024-07-23,Headphones,Sports,East,SP016,6.0,1213.47,0.0,7280.82,2.0
100970,2025-07-24,Watch,Home,South,SP012,2.0,1998.53,10.0,3597.35,5.0
100971,2024-02-02,Camera,Clothing,North,SP036,3.0,,0.0,2036.34,2.0
100972,2025-05-13,Laptop,Beauty,East,SP010,9.0,1987.36,10.0,16097.62,5.0
100973,2025-09-10,Bag,Electronics,North,SP040,4.0,1414.28,15.0,4808.55,5.0
100974,2024-04-14,Shoes,Books,North,SP014,18.0,88.73,0.0,1597.14,3.0
100975,2024-06-09,Bag,Books,North,SP010,10.0,1417.79,,11342.32,3.0
100976,2024-12-08,Bag,Sports,North,SP016,5.0,250.35,5.0,1189.16,4.0
100977,2024-12-15,Watch,Home,West,SP024,10.0,1012.52,0.0,10125.2,2.0
100978,2024-06-04,Shoes,Sports,West,SP027,17.0,846.34,5.0,13668.39,4.0
100979,2025-06-12,Shoes,Electronics,North,SP006,12.0,1887.76,15.0,19255.15,3.0
100980,2024-11-18,Headphones,Electronics,West,SP049,13.0,1963.98,5.0,24255.15,1.0
100981,2025-11-07,Mixer,Home,West,SP026,5.0,1805.51,0.0,9027.55,5.0
100982,2024-11-07,,Beauty,South,SP045,11.0,1818.92,0.0,20008.12,4.0
100983,2025-04-01,Camera,Books,West,SP045,7.0,1775.72,20.0,9944.03,3.0
100984,2025-10-26,Phone,Electronics,East,SP025,13.0,,10.0,18157.46,2.0
100985,2025-06-16,Mixer,Beauty,East,SP034,18.0,,0.0,10285.92,3.0
100986,2025-10-12,Camera,Home,,SP050,6.0,51.73,20.0,248.3,3.0
100987,2025-03-08,Book,Home,East,SP008,17.0,225.33,0.0,3830.61,1.0
100988,2025-10-28,Laptop,Sports,East,SP016,4.0,900.23,20.0,2880.74,5.0
100989,2025-08-02,Book,Home,East,SP043,18.0,1689.77,5.0,28895.07,5.0
100990,2025-11-19,Chair,Electronics,East,SP034,5.0,1430.13,20.0,5720.52,5.0
100991,2024-07-16,Headphones,Sports,,SP006,12.0,911.35,5.0,10389.39,1.0
100992,2025-03-11,Phone,Home,West,SP038,5.0,955.12,15.0,4059.26,5.0
100993,2025-06-15,Bag,Books,West,SP029,13.0,1744.67,20.0,18144.57,4.0
100994,2025-03-02,Bag,Books,West,SP009,6.0,292.97,5.0,1669.93,5.0
100995,2025-06-25,Bag,Electronics,South,SP036,4.0,1390.47,15.0,4727.6,3.0
100996,2024-05-01,Phone,Home,East,SP003,20.0,1705.37,,34107.4,5.0
100997,2024-06-05,Watch,Home,West,SP002,4.0,746.08,10.0,2685.89,2.0
100998,2024-05-25,Watch,Clothing,South,SP048,19.0,846.41,10.0,14473.61,4.0
