ExpenseID,Date,Category,Amount,Quantity,MonthlyBudget,PaymentMethod,Description,Merchant,City
1299,2025-09-26,Fuel,5440.0,6.0,28517.0,Credit Card,Expense 1299,Flipkart,Rajkot
1300,2025-09-07,Shopping,3712.0,8.0,7960.0,Credit Card,Expense 1300,,Rajkot
1301,2025-09-11,Entertainment,8269.0,10.0,19523.0,UPI,Expense 1301,Big Bazaar,Mumbai
1302,2025-12-07,Travel,13213.0,9.0,20045.0,Net Banking,Expense 1302,Swiggy,Vadodara
1303,2025-03-05,Medical,19550.0,12.0,32706.0,Credit Card,Expense 1303,Uber,Pune
1304,2025-01-01,Shopping,14906.0,5.0,37355.0,Wallet,Expense 1304,Medical Store,Ahmedabad
1305,2025-05-17,Fuel,872.0,13.0,46016.0,UPI,Expense 1305,Uber,Jaipur
1306,2025-08-27,Medical,9005.0,2.0,17604.0,Credit Card,Expense 1306,Uber,Rajkot
1307,2025-05-14,Health,12742.0,5.0,24967.0,Cash,Expense 1307,Flipkart,Mumbai
1308,2025-07-02,Bills,1935.0,4.0,26443.0,Debit Card,Expense 1308,Uber,Bangalore
1309,2025-12-04,Food,17077.0,6.0,32514.0,Net Banking,Expense 1309,Reliance Fresh,Hyderabad
1310,2025-03-14,Shopping,12137.0,12.0,22368.0,Debit Card,Expense 1310,Flipkart,Vadodara
1311,2025-07-25,Medical,3641.0,13.0,58806.0,Net Banking,Expense 1311,Zomato,Delhi
1312,2025-10-12,Groceries,5544.0,13.0,40894.0,UPI,Expense 1312,Ola,Delhi
1313,2025-10-08,Transport,18013.0,6.0,13133.0,Debit Card,Expense 1313,Amazon,Delhi
1314,2025-01-09,Medical,3488.0,10.0,34142.0,Wallet,Expense 1314,Big Bazaar,Vadodara
1315,2025-01-04,Shopping,10309.0,11.0,41430.0,Cash,Expense 1315,Flipkart,Mumbai
1316,2025-02-13,Shopping,2334.0,11.0,34772.0,Net Banking,Expense 1316,Ola,Vadodara
1317,2025-02-14,Entertainment,10743.0,3.0,56709.0,Credit Card,Expense 1317,Swiggy,Bangalore
1318,2025-09-03,Transport,15332.0,7.0,12605.0,Credit Card,Expense 1318,Swiggy,Ahmedabad
1319,2025-09-12,Rent,16146.0,13.0,50844.0,Credit Card,Expense 1319,Big Bazaar,Hyderabad
1320,2025-08-02,Groceries,159.0,11.0,52254.0,UPI,Expense 1320,Zomato,Surat
1321,2025-11-12,Rent,6569.0,14.0,33706.0,Wallet,Expense 1321,Swiggy,Surat
1322,2025-05-24,Entertainment,9608.0,5.0,10107.0,Debit Card,Expense 1322,Medical Store,Surat
1323,2025-01-08,Groceries,6791.0,3.0,5322.0,Debit Card,,Swiggy,Mumbai
1324,2025-12-14,Bills,4163.0,7.0,10466.0,UPI,Expense 1324,Amazon,Mumbai
1325,2025-09-26,Bills,619.0,,15466.0,Credit Card,Expense 1325,Flipkart,Jaipur
1326,2025-01-13,Education,10589.0,4.0,25704.0,Net Banking,Expense 1326,,Vadodara
1327,2025-06-02,Education,4326.0,13.0,44015.0,Wallet,Expense 1327,Zomato,Bangalore
1328,2025-06-17,Medical,8977.0,10.0,50175.0,UPI,Expense 1328,Ola,Mumbai
1329,2025-10-20,Food,13242.0,15.0,41587.0,Debit Card,Expense 1329,Medical Store,Mumbai
1330,2025-08-06,Medical,14905.0,11.0,30718.0,Credit Card,Expense 1330,Uber,Mumbai
1331,2025-02-14,Health,9612.0,2.0,6331.0,Net Banking,Expense 1331,Swiggy,Bangalore
1332,2025-05-12,Food,15502.0,9.0,33045.0,Debit Card,Expense 1332,,Vadodara
1333,2025-09-03,Travel,9102.0,14.0,22804.0,Credit Card,Expense 1333,Big Bazaar,Pune
1334,2025-06-10,Bills,7469.0,,,UPI,Expense 1334,Zomato,Hyderabad
1335,2025-06-02,Fuel,2799.0,4.0,6535.0,Wallet,Expense 1335,DMart,Ahmedabad
1336,2025-12-01,Groceries,19162.0,8.0,52848.0,Wallet,Expense 1336,Swiggy,Rajkot
1337,2025-05-16,Food,4934.0,7.0,53349.0,UPI,Expense 1337,Flipkart,Hyderabad
1338,2025-01-03,Food,3041.0,3.0,47960.0,Wallet,Expense 1338,Medical Store,Surat
1339,2025-09-05,Groceries,13627.0,11.0,32499.0,Net Banking,Expense 1339,Uber,Pune
1340,2025-07-07,Bills,14541.0,8.0,,Wallet,Expense 1340,Ola,Surat
1341,2025-11-17,Shopping,12424.0,13.0,28574.0,Credit Card,Expense 1341,Uber,Delhi
1342,2025-01-23,Rent,4689.0,13.0,,Cash,Expense 1342,,Pune
1343,2025-10-12,Bills,9714.0,2.0,,Net Banking,Expense 1343,DMart,Rajkot
1344,2025-06-03,Education,4219.0,7.0,20499.0,Debit Card,Expense 1344,,Vadodara
1345,2025-08-11,Food,15630.0,5.0,,Wallet,Expense 1345,Amazon,Hyderabad
1346,2025-11-04,Medical,4643.0,15.0,5517.0,Debit Card,Expense 1346,Flipkart,Surat
1347,2025-11-06,Rent,9248.0,3.0,13473.0,Cash,Expense 1347,Big Bazaar,Ahmedabad
1348,2025-02-05,Transport,4826.0,13.0,54335.0,Cash,Expense 1348,Medical Store,Surat
1349,2025-08-03,Transport,15024.0,7.0,21929.0,Credit Card,Expense 1349,Reliance Fresh,Ahmedabad
1350,2025-01-14,Health,7879.0,3.0,12529.0,UPI,Expense 1350,Big Bazaar,Bangalore
1351,2025-11-13,Education,5788.0,13.0,37033.0,Wallet,Expense 1351,Swiggy,Rajkot
1352,2025-07-19,Food,10994.0,13.0,49655.0,Credit Card,,Reliance Fresh,Vadodara
1353,2025-02-03,Bills,13847.0,5.0,39437.0,Cash,Expense 1353,DMart,Jaipur
1354,2025-06-18,Groceries,10764.0,12.0,47239.0,Debit Card,Expense 1354,Flipkart,Mumbai
1355,2025-04-04,Shopping,5726.0,3.0,21235.0,Debit Card,Expense 1355,Swiggy,Ahmedabad
1356,2025-01-06,Groceries,9702.0,9.0,21869.0,Cash,Expense 1356,Uber,Pune
1357,2025-04-22,Entertainment,19522.0,10.0,18503.0,Credit Card,Expense 1357,Big Bazaar,Vadodara
1358,2025-02-27,Food,1687.0,13.0,23661.0,Debit Card,,Medical Store,Ahmedabad
1359,2025-07-16,Transport,16909.0,7.0,57261.0,Debit Card,Expense 1359,Flipkart,Mumbai
1360,2025-10-18,Entertainment,3032.0,8.0,23842.0,Debit Card,Expense 1360,Uber,Mumbai
1361,2025-10-26,Medical,11114.0,13.0,23363.0,UPI,Expense 1361,Zomato,Mumbai
1362,2025-05-12,Rent,11969.0,1.0,49452.0,Credit Card,Expense 1362,Flipkart,Vadodara
1363,2025-09-28,Medical,18231.0,12.0,25528.0,Debit Card,Expense 1363,Swiggy,Vadodara
1364,2025-07-05,Entertainment,12620.0,7.0,10523.0,Debit Card,Expense 1364,DMart,Hyderabad
1365,2025-03-22,Education,905.0,1.0,22357.0,Credit Card,Expense 1365,,Surat
1366,2025-05-20,Fuel,6921.0,4.0,53671.0,UPI,Expense 1366,Big Bazaar,Jaipur
1367,2025-08-03,Entertainment,19205.0,,21480.0,Debit Card,Expense 1367,DMart,Pune
1368,2025-08-05,Rent,19745.0,11.0,,UPI,Expense 1368,Swiggy,Hyderabad
1369,2025-09-22,Food,15515.0,8.0,21266.0,Net Banking,Expense 1369,Reliance Fresh,Delhi
1370,2025-08-03,Entertainment,,13.0,36974.0,Cash,Expense 1370,Flipkart,Delhi
1371,2025-09-28,Travel,6420.0,15.0,57267.0,Wallet,Expense 1371,,Vadodara
1372,2025-04-16,Food,7211.0,10.0,57910.0,Wallet,Expense 1372,Zomato,Rajkot
1373,2025-11-20,Food,601.0,2.0,28144.0,UPI,Expense 1373,,Vadodara
1374,2025-05-04,Rent,5515.0,2.0,17209.0,Credit Card,Expense 1374,Swiggy,Mumbai
1375,2025-01-04,Transport,1607.0,,31903.0,UPI,Expense 1375,DMart,Bangalore
1376,2025-03-18,Travel,19665.0,14.0,22150.0,Debit Card,Expense 1376,Amazon,Rajkot
1377,2025-01-03,Travel,12436.0,14.0,23343.0,Net Banking,Expense 1377,Medical Store,Bangalore
1378,2025-08-25,Travel,14171.0,13.0,25163.0,Cash,Expense 1378,Flipkart,Ahmedabad
1379,2025-10-19,Transport,14296.0,5.0,37915.0,Net Banking,Expense 1379,Ola,Pune
1380,2025-12-05,Medical,12747.0,7.0,,Net Banking,Expense 1380,Big Bazaar,Bangalore
1381,2025-10-06,Education,18194.0,15.0,30289.0,Debit Card,Expense 1381,Swiggy,Jaipur
1382,2025-08-08,Food,16942.0,5.0,25025.0,UPI,Expense 1382,Uber,Mumbai
1383,2025-08-19,Travel,8972.0,13.0,44448.0,Net Banking,Expense 1383,Medical Store,Pune
1384,2025-04-20,Education,11177.0,8.0,42567.0,Net Banking,Expense 1384,Reliance Fresh,Bangalore
1385,2025-11-17,Entertainment,12129.0,10.0,,UPI,Expense 1385,Reliance Fresh,Pune
1386,2025-07-09,Transport,,13.0,22662.0,UPI,Expense 1386,Big Bazaar,Pune
1387,2025-09-15,Bills,15370.0,7.0,47600.0,Credit Card,,Amazon,Rajkot
1388,2025-05-26,Education,7352.0,10.0,10198.0,Debit Card,Expense 1388,DMart,Rajkot
1389,2025-10-03,Education,242.0,9.0,10418.0,UPI,Expense 1389,Amazon,Mumbai
1390,2025-08-01,Groceries,7290.0,12.0,14921.0,Credit Card,Expense 1390,Flipkart,Ahmedabad
1391,2025-09-13,Travel,133.0,14.0,50245.0,Cash,Expense 1391,Swiggy,Vadodara
1392,2025-07-08,Health,19123.0,9.0,59415.0,Wallet,Expense 1392,Big Bazaar,Mumbai
1393,2025-11-25,Entertainment,1709.0,5.0,33926.0,Credit Card,Expense 1393,Zomato,Surat
1394,2025-03-08,Entertainment,5345.0,5.0,55421.0,Net Banking,Expense 1394,Big Bazaar,Bangalore
1395,2025-02-03,Fuel,6098.0,2.0,13288.0,Debit Card,Expense 1395,Reliance Fresh,Mumbai
1396,2025-03-19,Bills,6429.0,12.0,29343.0,Cash,Expense 1396,Swiggy,Pune
1397,2025-06-14,Rent,,4.0,32061.0,Debit Card,Expense 1397,Uber,Delhi
1398,2025-06-15,Entertainment,19881.0,5.0,22882.0,Wallet,Expense 1398,Zomato,Surat
1399,2025-09-27,Rent,11681.0,11.0,35813.0,Cash,,Ola,Rajkot
1400,2025-11-03,Transport,4766.0,,15990.0,Cash,Expense 1400,Reliance Fresh,Vadodara
1401,2025-02-13,Shopping,11591.0,7.0,33305.0,Wallet,Expense 1401,Reliance Fresh,Hyderabad
1402,2025-11-09,Shopping,2699.0,7.0,34975.0,Debit Card,Expense 1402,Uber,Hyderabad
1403,2025-12-28,Education,7029.0,5.0,21050.0,Debit Card,Expense 1403,Ola,Vadodara
1404,2025-09-25,Rent,12040.0,8.0,44259.0,Cash,Expense 1404,Reliance Fresh,Vadodara
1405,2025-03-20,Travel,2821.0,2.0,58094.0,Cash,Expense 1405,,Ahmedabad
1406,2025-08-09,Shopping,19893.0,9.0,47220.0,Cash,Expense 1406,Zomato,Ahmedabad
1407,2025-03-19,Bills,3259.0,15.0,50479.0,UPI,Expense 1407,Big Bazaar,Bangalore
1408,2025-04-12,Shopping,2516.0,12.0,17076.0,Wallet,,Big Bazaar,Pune
1409,2025-05-22,Medical,639.0,13.0,25396.0,Cash,,DMart,Vadodara
1410,2025-02-21,Transport,,8.0,21531.0,Wallet,Expense 1410,Amazon,Ahmedabad
1411,2025-02-02,Groceries,,14.0,29549.0,Wallet,Expense 1411,Reliance Fresh,Ahmedabad
1412,2025-08-04,Health,10611.0,2.0,38470.0,Cash,Expense 1412,Zomato,Vadodara
1413,2025-08-20,Fuel,14329.0,8.0,25441.0,Wallet,Expense 1413,DMart,Jaipur
1414,2025-02-26,Shopping,19631.0,10.0,59891.0,Credit Card,,Amazon,Vadodara
1415,2025-02-21,Shopping,18430.0,11.0,47118.0,Cash,Expense 1415,Medical Store,Bangalore
1416,2025-09-09,Transport,4464.0,1.0,11311.0,UPI,Expense 1416,Amazon,Jaipur
1417,2025-11-12,Medical,17750.0,4.0,56079.0,UPI,Expense 1417,Medical Store,Surat
1418,2025-06-22,Education,2880.0,1.0,,UPI,Expense 1418,Flipkart,Hyderabad
1419,2025-10-16,Health,18182.0,6.0,56314.0,Cash,Expense 1419,DMart,Jaipur
1420,2025-11-13,Fuel,7474.0,3.0,14047.0,Credit Card,Expense 1420,Amazon,Jaipur
1421,2025-06-08,Travel,6870.0,1.0,12744.0,Wallet,Expense 1421,Swiggy,Rajkot
1422,2025-01-27,Medical,5175.0,8.0,12120.0,Credit Card,Expense 1422,Zomato,Pune
1423,2025-02-24,Education,4043.0,3.0,36863.0,Wallet,Expense 1423,Big Bazaar,Jaipur
1424,2025-08-10,Rent,6748.0,6.0,28173.0,UPI,Expense 1424,Flipkart,Hyderabad
1425,2025-12-17,Shopping,14570.0,15.0,38905.0,UPI,Expense 1425,Ola,Ahmedabad
1426,2025-02-06,Rent,6277.0,14.0,38956.0,Wallet,Expense 1426,Medical Store,Hyderabad
1427,2025-02-04,Medical,1867.0,15.0,58472.0,Cash,Expense 1427,Big Bazaar,Bangalore
1428,2025-11-09,Travel,14553.0,12.0,14712.0,Debit Card,Expense 1428,Swiggy,Pune
1429,2025-10-20,Shopping,18767.0,6.0,37161.0,Debit Card,Expense 1429,Ola,Bangalore
1430,2025-11-23,Travel,7040.0,4.0,,Cash,Expense 1430,Amazon,Pune
1431,2025-02-23,Travel,6011.0,10.0,54609.0,Net Banking,Expense 1431,Flipkart,Pune
1432,2025-01-22,Travel,12553.0,14.0,29284.0,Wallet,Expense 1432,Medical Store,Delhi
1433,2025-04-26,Health,8358.0,10.0,43988.0,Cash,Expense 1433,Medical Store,Vadodara
1434,2025-07-25,Shopping,6852.0,12.0,6410.0,Debit Card,Expense 1434,Medical Store,Hyderabad
1435,2025-02-23,Groceries,14223.0,6.0,12658.0,Cash,,Zomato,Bangalore
1436,2025-03-21,Health,18051.0,7.0,32394.0,Debit Card,Expense 1436,Big Bazaar,Surat
1437,2025-03-02,Education,14206.0,2.0,11682.0,Net Banking,Expense 1437,Ola,Ahmedabad
1438,2025-09-23,Medical,10627.0,1.0,45818.0,UPI,Expense 1438,DMart,Ahmedabad
1439,2025-10-02,Rent,5486.0,8.0,5855.0,Credit Card,Expense 1439,Big Bazaar,Jaipur
1440,2025-03-07,Fuel,10818.0,2.0,21526.0,Cash,Expense 1440,Flipkart,Ahmedabad
1441,2025-08-28,Shopping,1065.0,4.0,30616.0,Cash,,Big Bazaar,Bangalore
1442,2025-12-23,Fuel,19888.0,1.0,38802.0,Wallet,Expense 1442,Flipkart,Vadodara
1443,2025-07-12,Rent,12529.0,9.0,24528.0,Net Banking,Expense 1443,Big Bazaar,Bangalore
1444,2025-10-10,Groceries,8479.0,9.0,25236.0,UPI,,Reliance Fresh,Pune
1445,2025-09-06,Shopping,14917.0,14.0,18509.0,Net Banking,Expense 1445,Reliance Fresh,Mumbai
1446,2025-03-23,Fuel,6832.0,15.0,6180.0,Net Banking,Expense 1446,Ola,Ahmedabad
1447,2025-12-04,Fuel,8689.0,11.0,45963.0,Cash,Expense 1447,Big Bazaar,Vadodara
1448,2025-06-21,Health,15776.0,15.0,48515.0,Net Banking,Expense 1448,Swiggy,Vadodara
1449,2025-08-26,Shopping,17867.0,4.0,47226.0,Cash,Expense 1449,Swiggy,Surat
1450,2025-04-26,Rent,13229.0,2.0,19704.0,Net Banking,,Zomato,Jaipur
1451,2025-10-04,Medical,,12.0,26979.0,Cash,Expense 1451,Big Bazaar,Pune
1452,2025-11-23,Food,15035.0,14.0,20335.0,UPI,Expense 1452,Amazon,Rajkot
1453,2025-10-10,Education,18073.0,14.0,26029.0,Net Banking,Expense 1453,Big Bazaar,Surat
1454,2025-09-12,Groceries,17082.0,1.0,47851.0,UPI,Expense 1454,Uber,Delhi
1455,2025-08-05,Groceries,15130.0,4.0,52564.0,Cash,Expense 1455,Zomato,Vadodara
1456,2025-08-10,Fuel,16553.0,15.0,52424.0,Net Banking,Expense 1456,Amazon,Rajkot
1457,2025-12-21,Medical,2721.0,7.0,32129.0,Credit Card,,,Pune
1458,2025-09-10,Travel,723.0,8.0,22835.0,Cash,Expense 1458,Ola,Bangalore
1459,2025-04-10,Entertainment,17528.0,,16552.0,Credit Card,Expense 1459,DMart,Delhi
1460,2025-06-09,Health,12825.0,2.0,33605.0,Wallet,Expense 1460,Uber,Delhi
1461,2025-08-01,Groceries,16810.0,13.0,38812.0,Net Banking,Expense 1461,Reliance Fresh,Mumbai
1462,2025-04-20,Bills,19738.0,15.0,43519.0,Wallet,Expense 1462,Ola,Surat
1463,2025-12-08,Travel,13760.0,6.0,38982.0,Credit Card,Expense 1463,Flipkart,Mumbai
1464,2025-01-21,Fuel,5480.0,5.0,49452.0,Credit Card,Expense 1464,Amazon,Pune
1465,2025-04-20,Fuel,19645.0,7.0,7605.0,UPI,Expense 1465,Flipkart,Rajkot
1466,2025-01-20,Food,18239.0,,41203.0,Net Banking,Expense 1466,Amazon,Delhi
1467,2025-08-05,Shopping,9048.0,13.0,15755.0,Debit Card,Expense 1467,Swiggy,Jaipur
1468,2025-12-13,Education,17838.0,1.0,52973.0,Credit Card,Expense 1468,DMart,Surat
1469,2025-02-01,Education,19059.0,3.0,50712.0,UPI,Expense 1469,DMart,Hyderabad
1470,2025-09-17,Food,13266.0,6.0,5008.0,UPI,Expense 1470,Medical Store,Rajkot
1471,2025-09-12,Medical,12816.0,12.0,5407.0,UPI,Expense 1471,Medical Store,Surat
1472,2025-09-17,Rent,12568.0,8.0,55085.0,Net Banking,Expense 1472,,Ahmedabad
1473,2025-08-20,Medical,10883.0,1.0,10297.0,Cash,Expense 1473,Amazon,Ahmedabad
1474,2025-08-10,Travel,1788.0,15.0,16934.0,Wallet,Expense 1474,Flipkart,Mumbai
1475,2025-04-03,Education,3228.0,5.0,7728.0,Net Banking,Expense 1475,Reliance Fresh,Rajkot
1476,2025-04-10,Medical,11683.0,3.0,,Cash,,DMart,Delhi
1477,2025-10-17,Food,16808.0,9.0,49418.0,Wallet,Expense 1477,DMart,Delhi
1478,2025-11-26,Education,14037.0,5.0,21968.0,Debit Card,Expense 1478,Flipkart,Delhi
1479,2025-06-15,Food,10281.0,4.0,55075.0,UPI,Expense 1479,Medical Store,Bangalore
1480,2025-04-03,Groceries,13068.0,12.0,29280.0,Net Banking,Expense 1480,Medical Store,Hyderabad
1481,2025-09-14,Medical,18405.0,15.0,45462.0,Wallet,Expense 1481,Reliance Fresh,Jaipur
1482,2025-05-18,Groceries,3759.0,1.0,29587.0,Credit Card,Expense 1482,Zomato,Hyderabad
1483,2025-10-18,Food,1674.0,13.0,49826.0,Debit Card,,Medical Store,Hyderabad
1484,2025-07-12,Shopping,14857.0,4.0,27033.0,UPI,Expense 1484,Big Bazaar,Mumbai
1485,2025-11-18,Health,13328.0,14.0,47606.0,Credit Card,Expense 1485,Swiggy,Surat
1486,2025-06-14,Health,5335.0,7.0,26932.0,Wallet,Expense 1486,Zomato,Surat
1487,2025-03-02,Bills,12477.0,5.0,52391.0,Cash,Expense 1487,DMart,Delhi
1488,2025-05-07,Bills,16333.0,1.0,27696.0,Cash,Expense 1488,Reliance Fresh,Hyderabad
1489,2025-11-10,Health,18241.0,10.0,41738.0,Net Banking,Expense 1489,Amazon,Delhi
1490,2025-11-13,Fuel,16612.0,13.0,56064.0,Wallet,Expense 1490,DMart,Mumbai
1491,2025-09-17,Entertainment,12420.0,1.0,18253.0,Credit Card,Expense 1491,Flipkart,Ahmedabad
1492,2025-05-04,Entertainment,,2.0,45344.0,UPI,Expense 1492,DMart,Mumbai
1493,2025-08-03,Travel,13373.0,15.0,52299.0,Wallet,Expense 1493,Uber,Bangalore
1494,2025-04-23,Education,5584.0,1.0,52437.0,Debit Card,Expense 1494,Swiggy,Vadodara
1495,2025-10-19,Bills,3785.0,13.0,24919.0,Net Banking,Expense 1495,Zomato,Ahmedabad
1496,2025-03-16,Fuel,15815.0,6.0,21685.0,Wallet,Expense 1496,Amazon,Vadodara
1497,2025-04-09,Education,12939.0,13.0,26325.0,Wallet,Expense 1497,Zomato,Delhi
1498,2025-08-22,Travel,17899.0,10.0,22401.0,Debit Card,Expense 1498,Swiggy,Bangalore
1499,2025-07-05,Fuel,15137.0,5.0,38340.0,Debit Card,Expense 1499,Medical Store,Rajkot
1500,2025-02-08,Shopping,12151.0,14.0,16285.0,Cash,Expense 1500,Uber,Mumbai
1501,2025-01-25,Medical,1827.0,4.0,16615.0,UPI,Expense 1501,DMart,Hyderabad
1502,2025-05-04,Shopping,7626.0,13.0,,UPI,Expense 1502,Big Bazaar,Mumbai
1503,2025-01-02,Entertainment,12632.0,12.0,15914.0,UPI,Expense 1503,Reliance Fresh,Surat
1504,2025-07-22,Education,12917.0,3.0,44984.0,Debit Card,Expense 1504,Medical Store,Hyderabad
1505,2025-06-25,Food,9733.0,2.0,59284.0,Cash,Expense 1505,Reliance Fresh,Surat
1506,2025-04-20,Travel,1937.0,11.0,55907.0,Debit Card,Expense 1506,Swiggy,Hyderabad
1507,2025-08-08,Entertainment,12622.0,10.0,40891.0,Cash,Expense 1507,DMart,Mumbai
1508,2025-02-06,Medical,2816.0,10.0,43470.0,Credit Card,Expense 1508,Zomato,Rajkot
1509,2025-10-21,Travel,18305.0,13.0,41112.0,UPI,Expense 1509,Big Bazaar,Vadodara
1510,2025-09-08,Entertainment,1969.0,14.0,,Cash,Expense 1510,Reliance Fresh,Vadodara
1511,2025-01-10,Food,17393.0,10.0,15338.0,Net Banking,Expense 1511,Amazon,Mumbai
1512,2025-09-08,Food,17634.0,2.0,32558.0,Debit Card,,Flipkart,Delhi
1513,2025-01-03,Health,3876.0,9.0,29611.0,Credit Card,Expense 1513,Flipkart,Surat
1514,2025-01-18,Groceries,19135.0,9.0,17158.0,UPI,Expense 1514,Ola,Mumbai
1515,2025-12-05,Entertainment,16899.0,8.0,17056.0,Cash,Expense 1515,Zomato,Rajkot
1516,2025-05-27,Health,11525.0,15.0,30582.0,UPI,Expense 1516,Ola,Hyderabad
1517,2025-08-03,Transport,18815.0,2.0,7033.0,UPI,Expense 1517,Amazon,Hyderabad
1518,2025-01-12,Travel,2437.0,2.0,59289.0,Cash,Expense 1518,Uber,Ahmedabad
1519,2025-02-22,Travel,5531.0,14.0,,Net Banking,,Swiggy,Rajkot
1520,2025-06-06,Shopping,2326.0,8.0,49144.0,Credit Card,Expense 1520,Zomato,Jaipur
1521,2025-03-11,Groceries,4344.0,8.0,32659.0,Debit Card,Expense 1521,Big Bazaar,Rajkot
1522,2025-11-15,Entertainment,12489.0,8.0,24638.0,Net Banking,Expense 1522,Swiggy,Delhi
1523,2025-09-13,Travel,7711.0,15.0,51232.0,UPI,Expense 1523,Amazon,Hyderabad
1524,2025-07-10,Health,14102.0,9.0,12180.0,Cash,Expense 1524,Reliance Fresh,Surat
1525,2025-02-20,Rent,5361.0,3.0,26814.0,Wallet,Expense 1525,Ola,Jaipur
1526,2025-10-18,Travel,15622.0,6.0,39483.0,Debit Card,Expense 1526,Zomato,Hyderabad
1527,2025-03-01,Bills,2460.0,4.0,12050.0,UPI,Expense 1527,,Delhi
1528,2025-12-09,Groceries,10757.0,10.0,19627.0,UPI,Expense 1528,Flipkart,Surat
1529,2025-01-01,Medical,17677.0,8.0,12937.0,Cash,Expense 1529,DMart,Ahmedabad
1530,2025-06-10,Education,18859.0,12.0,10892.0,Credit Card,Expense 1530,Zomato,Vadodara
1531,2025-10-05,Shopping,3064.0,14.0,45256.0,Debit Card,,Medical Store,Pune
1532,2025-10-21,Shopping,,,23464.0,Cash,Expense 1532,Ola,Surat
1533,2025-03-06,Medical,5484.0,7.0,39282.0,Debit Card,Expense 1533,Reliance Fresh,Surat
1534,2025-08-19,Rent,19082.0,15.0,7823.0,Net Banking,Expense 1534,Flipkart,Ahmedabad
1535,2025-02-10,Entertainment,19855.0,10.0,35802.0,Credit Card,Expense 1535,Medical Store,Surat
1536,2025-06-22,Travel,16138.0,2.0,11689.0,Debit Card,Expense 1536,Big Bazaar,Hyderabad
1537,2025-11-04,Shopping,427.0,3.0,20023.0,UPI,Expense 1537,DMart,Vadodara
1538,2025-07-09,Entertainment,3526.0,,20781.0,Wallet,Expense 1538,Uber,Ahmedabad
1539,2025-04-11,Health,18237.0,1.0,16064.0,Cash,Expense 1539,Swiggy,Hyderabad
1540,2025-05-12,Fuel,7971.0,12.0,53519.0,Credit Card,Expense 1540,Reliance Fresh,Pune
1541,2025-11-11,Shopping,14921.0,12.0,24177.0,Net Banking,Expense 1541,Big Bazaar,Vadodara
1542,2025-01-07,Fuel,14715.0,9.0,24148.0,Wallet,Expense 1542,Reliance Fresh,Mumbai
1543,2025-04-03,Rent,7861.0,9.0,57942.0,Cash,Expense 1543,Flipkart,Pune
1544,2025-01-19,Bills,5287.0,9.0,44177.0,Cash,Expense 1544,Ola,Jaipur
1545,2025-07-28,Food,18267.0,10.0,37435.0,Wallet,Expense 1545,Uber,Bangalore
1546,2025-05-10,Bills,18964.0,,11309.0,Wallet,Expense 1546,Zomato,Delhi
1547,2025-12-17,Travel,1717.0,11.0,27756.0,Wallet,,Medical Store,Jaipur
1548,2025-01-19,Groceries,17410.0,6.0,21396.0,Net Banking,Expense 1548,Flipkart,Bangalore
1549,2025-06-05,Bills,6015.0,5.0,26460.0,Credit Card,Expense 1549,Uber,Jaipur
1550,2025-01-09,Health,5149.0,5.0,16240.0,Wallet,Expense 1550,Swiggy,Rajkot
1551,2025-08-05,Health,5254.0,11.0,33143.0,Debit Card,Expense 1551,Uber,Pune
1552,2025-10-25,Bills,19689.0,8.0,47212.0,UPI,Expense 1552,Amazon,Ahmedabad
1553,2025-12-25,Shopping,16456.0,11.0,12897.0,Cash,Expense 1553,Medical Store,Rajkot
1554,2025-12-10,Medical,12891.0,3.0,42090.0,UPI,Expense 1554,Big Bazaar,Ahmedabad
1555,2025-03-19,Shopping,738.0,11.0,55815.0,Net Banking,Expense 1555,Zomato,Surat
1556,2025-09-19,Transport,123.0,,47406.0,Debit Card,Expense 1556,Swiggy,Hyderabad
1557,2025-11-09,Bills,8614.0,3.0,17360.0,Wallet,Expense 1557,Swiggy,Delhi
1558,2025-04-16,Food,3977.0,11.0,10175.0,Credit Card,Expense 1558,DMart,Delhi
1559,2025-11-27,Shopping,9569.0,1.0,54242.0,Cash,Expense 1559,Reliance Fresh,Mumbai
1560,2025-02-06,Shopping,15084.0,,39555.0,Debit Card,Expense 1560,Medical Store,Pune
1561,2025-04-08,Shopping,14861.0,4.0,13222.0,Wallet,Expense 1561,Reliance Fresh,Vadodara
1562,2025-05-09,Transport,12112.0,6.0,,Wallet,,Uber,Rajkot
1563,2025-10-09,Medical,12715.0,4.0,59123.0,Net Banking,Expense 1563,Swiggy,Surat
1564,2025-09-13,Bills,8198.0,7.0,5547.0,Cash,Expense 1564,Uber,Delhi
1565,2025-09-22,Groceries,17467.0,11.0,42954.0,Debit Card,Expense 1565,Swiggy,Mumbai
1566,2025-11-28,Entertainment,12649.0,6.0,25863.0,Cash,Expense 1566,Amazon,Vadodara
1567,2025-05-02,Shopping,,8.0,36418.0,Debit Card,Expense 1567,DMart,Hyderabad
1568,2025-08-27,Education,1084.0,,,Cash,Expense 1568,Medical Store,Ahmedabad
1569,2025-07-24,Fuel,18910.0,1.0,49387.0,Debit Card,Expense 1569,Big Bazaar,Bangalore
1570,2025-01-28,Travel,14673.0,7.0,40417.0,Wallet,Expense 1570,Zomato,Bangalore
1571,2025-01-03,Shopping,4658.0,6.0,48507.0,Cash,Expense 1571,,Mumbai
1572,2025-08-20,Transport,11908.0,2.0,42311.0,UPI,Expense 1572,Big Bazaar,Vadodara
